coverage,stride,top1,n
10,1,0.0338983050847457,177
10,2,0.0112994350282485,177
10,4,0.0112994350282485,177
10,8,0.0112994350282485,177
10,16,0.0112994350282485,177
25,1,0.0677966101694915,177
25,2,0.0451977401129943,177
25,4,0.0225988700564971,177
25,8,0.0112994350282485,177
25,16,0.0112994350282485,177
50,1,0.2485875706214689,177
50,2,0.1864406779661017,177
50,4,0.1016949152542373,177
50,8,0.0508474576271186,177
50,16,0.0056497175141242,177
75,1,0.2994350282485876,177
75,2,0.2655367231638418,177
75,4,0.2203389830508474,177
75,8,0.0847457627118644,177
75,16,0.0225988700564971,177
100,1,0.3728813559322034,177
100,2,0.3220338983050847,177
100,4,0.2768361581920904,177
100,8,0.1412429378531073,177
100,16,0.0508474576271186,177
