coverage,stride,top1,n,model,dataset
10,1,0.06594885598923284,743,r3d_18,diving48
10,2,0.08075370121130551,743,r3d_18,diving48
10,4,0.06729475100942127,743,r3d_18,diving48
10,8,0.06191117092866756,743,r3d_18,diving48
10,16,0.059219380888290714,743,r3d_18,diving48
25,1,0.0901749663526245,743,r3d_18,diving48
25,2,0.0901749663526245,743,r3d_18,diving48
25,4,0.07671601615074024,743,r3d_18,diving48
25,8,0.07940780619111709,743,r3d_18,diving48
25,16,0.063257065948856,743,r3d_18,diving48
50,1,0.14535666218034993,743,r3d_18,diving48
50,2,0.1480484522207268,743,r3d_18,diving48
50,4,0.15612382234185734,743,r3d_18,diving48
50,8,0.12920592193808883,743,r3d_18,diving48
50,16,0.08344549125168237,743,r3d_18,diving48
75,1,0.2557200538358008,743,r3d_18,diving48
75,2,0.23687752355316286,743,r3d_18,diving48
75,4,0.24629878869448182,743,r3d_18,diving48
75,8,0.20861372812920592,743,r3d_18,diving48
75,16,0.11440107671601615,743,r3d_18,diving48
100,1,0.288021534320323,743,r3d_18,diving48
100,2,0.2772543741588156,743,r3d_18,diving48
100,4,0.24629878869448182,743,r3d_18,diving48
100,8,0.2288021534320323,743,r3d_18,diving48
100,16,0.1278600269179004,743,r3d_18,diving48
