coverage,stride,top1,n,model,dataset
10,1,0.08075370121130551,743,timesformer,diving48
10,2,0.0847913862718708,743,timesformer,diving48
10,4,0.063257065948856,743,timesformer,diving48
10,8,0.0740242261103634,743,timesformer,diving48
10,16,0.06864064602960969,743,timesformer,diving48
25,1,0.1426648721399731,743,timesformer,diving48
25,2,0.1386271870794078,743,timesformer,diving48
25,4,0.13324360699865412,743,timesformer,diving48
25,8,0.12516823687752354,743,timesformer,diving48
25,16,0.09286675639300135,743,timesformer,diving48
50,1,0.2543741588156124,743,timesformer,diving48
50,2,0.2449528936742934,743,timesformer,diving48
50,4,0.2449528936742934,743,timesformer,diving48
50,8,0.24226110363391656,743,timesformer,diving48
50,16,0.17496635262449528,743,timesformer,diving48
75,1,0.3728129205921938,743,timesformer,diving48
75,2,0.3553162853297443,743,timesformer,diving48
75,4,0.3351278600269179,743,timesformer,diving48
75,8,0.3135935397039031,743,timesformer,diving48
75,16,0.25841184387617766,743,timesformer,diving48
100,1,0.3835800807537012,743,timesformer,diving48
100,2,0.3781965006729475,743,timesformer,diving48
100,4,0.33243606998654107,743,timesformer,diving48
100,8,0.3283983849259758,743,timesformer,diving48
100,16,0.3041722745625841,743,timesformer,diving48
