coverage,stride,top1,n,model,dataset
10,1,0.06033487297921478,3464,timesformer,ssv2
10,2,0.053983833718244806,3464,timesformer,ssv2
10,4,0.04792147806004619,3464,timesformer,ssv2
10,8,0.037240184757505776,3464,timesformer,ssv2
10,16,0.037240184757505776,3464,timesformer,ssv2
25,1,0.12384526558891455,3464,timesformer,ssv2
25,2,0.11518475750577367,3464,timesformer,ssv2
25,4,0.0918013856812933,3464,timesformer,ssv2
25,8,0.06610854503464203,3464,timesformer,ssv2
25,16,0.04157043879907621,3464,timesformer,ssv2
50,1,0.2528236316246742,3453,timesformer,ssv2
50,2,0.24522292993630573,3454,timesformer,ssv2
50,4,0.21955452704657216,3457,timesformer,ssv2
50,8,0.16430431009545848,3457,timesformer,ssv2
50,16,0.08775981524249422,3464,timesformer,ssv2
75,1,0.3693720379146919,3376,timesformer,ssv2
75,2,0.362048549437537,3378,timesformer,ssv2
75,4,0.359846244825547,3382,timesformer,ssv2
75,8,0.30970588235294116,3400,timesformer,ssv2
75,16,0.18136682242990654,3424,timesformer,ssv2
100,1,0.39419847328244273,3275,timesformer,ssv2
100,2,0.39566809029896277,3278,timesformer,ssv2
100,4,0.4048053527980535,3288,timesformer,ssv2
100,8,0.38095238095238093,3297,timesformer,ssv2
100,16,0.2692076830732293,3332,timesformer,ssv2
