coverage,stride,top1,n
10,1,0.5028248587570622,885
10,2,0.4892655367231638,885
10,4,0.4542372881355932,885
10,8,0.4305084745762711,885
10,16,0.4214689265536723,885
25,1,0.6011299435028249,885
25,2,0.5943502824858757,885
25,4,0.5807909604519774,885
25,8,0.5570621468926553,885
25,16,0.4870056497175141,885
50,1,0.6870056497175141,885
50,2,0.6971751412429379,885
50,4,0.6858757062146893,885
50,8,0.6474576271186441,885
50,16,0.6045197740112994,885
75,1,0.7254237288135593,885
75,2,0.7129943502824859,885
75,4,0.7197740112994351,885
75,8,0.7028248587570621,885
75,16,0.6598870056497175,885
100,1,0.7310734463276836,885
100,2,0.7333333333333333,885
100,4,0.7457627118644068,885
100,8,0.727683615819209,885
100,16,0.696045197740113,885
