video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
210300,0,52,5,16,10,1,cov10_s1,False,0.9505785703659058,r3d_18,ssv2
197315,2,49,5,16,10,1,cov10_s1,False,0.2979337275028229,r3d_18,ssv2
218883,3,44,4,16,10,1,cov10_s1,False,0.6091247797012329,r3d_18,ssv2
30133,4,61,6,16,10,1,cov10_s1,False,0.3647801876068115,r3d_18,ssv2
186406,6,66,7,16,10,1,cov10_s1,False,0.25416821241378784,r3d_18,ssv2
210300,0,52,3,16,10,2,cov10_s2,False,0.7808368802070618,r3d_18,ssv2
197315,2,49,3,16,10,2,cov10_s2,False,0.20712535083293915,r3d_18,ssv2
218883,3,44,2,16,10,2,cov10_s2,False,0.5833264589309692,r3d_18,ssv2
30133,4,61,3,16,10,2,cov10_s2,False,0.6339470744132996,r3d_18,ssv2
186406,6,66,4,16,10,2,cov10_s2,False,0.23537687957286835,r3d_18,ssv2
210300,0,52,2,16,10,4,cov10_s4,False,0.9868026375770569,r3d_18,ssv2
197315,2,49,2,16,10,4,cov10_s4,False,0.39353206753730774,r3d_18,ssv2
218883,3,44,1,16,10,4,cov10_s4,False,0.8165941834449768,r3d_18,ssv2
30133,4,61,2,16,10,4,cov10_s4,False,0.5639131665229797,r3d_18,ssv2
186406,6,66,2,16,10,4,cov10_s4,False,0.23458456993103027,r3d_18,ssv2
210300,0,52,1,16,10,8,cov10_s8,False,0.704410195350647,r3d_18,ssv2
197315,2,49,1,16,10,8,cov10_s8,False,0.5374706387519836,r3d_18,ssv2
218883,3,44,1,16,10,8,cov10_s8,False,0.8165941834449768,r3d_18,ssv2
30133,4,61,1,16,10,8,cov10_s8,False,0.9054884314537048,r3d_18,ssv2
186406,6,66,1,16,10,8,cov10_s8,False,0.22637709975242615,r3d_18,ssv2
210300,0,52,1,16,10,16,cov10_s16,False,0.704410195350647,r3d_18,ssv2
197315,2,49,1,16,10,16,cov10_s16,False,0.5374706387519836,r3d_18,ssv2
