config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.3615819209039548,177,15.875706214689265,r3d_18,ssv2,covstride,16
cov100_s16,0.1016949152542373,177,3.005649717514124,r3d_18,ssv2,covstride,16
cov100_s2,0.3446327683615819,177,13.587570621468927,r3d_18,ssv2,covstride,16
cov100_s4,0.2824858757062147,177,10.062146892655367,r3d_18,ssv2,covstride,16
cov100_s8,0.1977401129943503,177,5.3841807909604515,r3d_18,ssv2,covstride,16
cov10_s1,0.02824858757062147,177,4.028248587570621,r3d_18,ssv2,covstride,16
cov10_s16,0.01694915254237288,177,1.0,r3d_18,ssv2,covstride,16
cov10_s2,0.022598870056497175,177,2.1977401129943503,r3d_18,ssv2,covstride,16
cov10_s4,0.02824858757062147,177,1.4406779661016949,r3d_18,ssv2,covstride,16
cov10_s8,0.01694915254237288,177,1.0,r3d_18,ssv2,covstride,16
cov25_s1,0.062146892655367235,177,9.740112994350282,r3d_18,ssv2,covstride,16
cov25_s16,0.022598870056497175,177,1.073446327683616,r3d_18,ssv2,covstride,16
cov25_s2,0.05084745762711865,177,5.107344632768362,r3d_18,ssv2,covstride,16
cov25_s4,0.04519774011299435,177,2.790960451977401,r3d_18,ssv2,covstride,16
cov25_s8,0.03389830508474576,177,1.6723163841807909,r3d_18,ssv2,covstride,16
cov50_s1,0.1977401129943503,177,13.525423728813559,r3d_18,ssv2,covstride,16
cov50_s16,0.03389830508474576,177,1.694915254237288,r3d_18,ssv2,covstride,16
cov50_s2,0.15254237288135594,177,9.892655367231638,r3d_18,ssv2,covstride,16
cov50_s4,0.11299435028248588,177,5.27683615819209,r3d_18,ssv2,covstride,16
cov50_s8,0.07344632768361582,177,2.9152542372881354,r3d_18,ssv2,covstride,16
cov75_s1,0.3220338983050847,177,15.073446327683616,r3d_18,ssv2,covstride,16
cov75_s16,0.07909604519774012,177,2.225988700564972,r3d_18,ssv2,covstride,16
cov75_s2,0.2994350282485876,177,12.40677966101695,r3d_18,ssv2,covstride,16
cov75_s4,0.20903954802259886,177,7.762711864406779,r3d_18,ssv2,covstride,16
cov75_s8,0.1694915254237288,177,4.096045197740113,r3d_18,ssv2,covstride,16
