coverage,stride,top1,n,model,dataset
10,1,0.28794642857142855,448,slowfast_r50,driveact
10,2,0.28348214285714285,448,slowfast_r50,driveact
10,4,0.28125,448,slowfast_r50,driveact
10,8,0.27901785714285715,448,slowfast_r50,driveact
10,16,0.27901785714285715,448,slowfast_r50,driveact
25,1,0.37276785714285715,448,slowfast_r50,driveact
25,2,0.3325892857142857,448,slowfast_r50,driveact
25,4,0.2857142857142857,448,slowfast_r50,driveact
25,8,0.29017857142857145,448,slowfast_r50,driveact
25,16,0.27901785714285715,448,slowfast_r50,driveact
50,1,0.4799107142857143,448,slowfast_r50,driveact
50,2,0.4419642857142857,448,slowfast_r50,driveact
50,4,0.33482142857142855,448,slowfast_r50,driveact
50,8,0.29910714285714285,448,slowfast_r50,driveact
50,16,0.29464285714285715,448,slowfast_r50,driveact
75,1,0.5669642857142857,448,slowfast_r50,driveact
75,2,0.5111607142857143,448,slowfast_r50,driveact
75,4,0.38169642857142855,448,slowfast_r50,driveact
75,8,0.29910714285714285,448,slowfast_r50,driveact
75,16,0.29464285714285715,448,slowfast_r50,driveact
100,1,0.5870535714285714,448,slowfast_r50,driveact
100,2,0.5379464285714286,448,slowfast_r50,driveact
100,4,0.4263392857142857,448,slowfast_r50,driveact
100,8,0.32589285714285715,448,slowfast_r50,driveact
100,16,0.296875,448,slowfast_r50,driveact
