coverage,stride,top1,n
10,1,0.3794642857142857,448
10,2,0.3705357142857143,448
10,4,0.359375,448
10,8,0.3571428571428571,448
10,16,0.3571428571428571,448
25,1,0.4486607142857143,448
25,2,0.40625,448
25,4,0.3861607142857143,448
25,8,0.375,448
25,16,0.3571428571428571,448
50,1,0.5602678571428571,448
50,2,0.5066964285714286,448
50,4,0.4241071428571428,448
50,8,0.3816964285714285,448
50,16,0.3772321428571428,448
75,1,0.6294642857142857,448
75,2,0.5915178571428571,448
75,4,0.4799107142857143,448
75,8,0.4151785714285714,448
75,16,0.3950892857142857,448
100,1,0.6897321428571429,448
100,2,0.6428571428571429,448
100,4,0.5290178571428571,448
100,8,0.4397321428571428,448
100,16,0.3973214285714285,448
