coverage,stride,top1,n,model,dataset
10,1,0.012675418741511997,4418,vivit,autsl
10,2,0.009959257582616569,4418,vivit,autsl
10,4,0.008601177003168854,4418,vivit,autsl
10,8,0.008601177003168854,4418,vivit,autsl
10,16,0.008601177003168854,4418,vivit,autsl
25,1,0.10366681756450882,4418,vivit,autsl
25,2,0.06201901312811227,4418,vivit,autsl
25,4,0.040289723856948845,4418,vivit,autsl
25,8,0.027161611588954276,4418,vivit,autsl
25,16,0.020597555454956996,4418,vivit,autsl
50,1,0.5765052059755545,4418,vivit,autsl
50,2,0.4447713897691263,4418,vivit,autsl
50,4,0.29379809868718876,4418,vivit,autsl
50,8,0.16794929832503394,4418,vivit,autsl
50,16,0.1088727931190584,4418,vivit,autsl
75,1,0.7372114078768673,4418,vivit,autsl
75,2,0.6987324581258488,4418,vivit,autsl
75,4,0.5353100950656405,4418,vivit,autsl
75,8,0.2899502037120869,4418,vivit,autsl
75,16,0.20009053870529653,4418,vivit,autsl
100,1,0.7462652784065188,4418,vivit,autsl
100,2,0.7333635129017655,4418,vivit,autsl
100,4,0.5737890448166592,4418,vivit,autsl
100,8,0.28746038931643275,4418,vivit,autsl
100,16,0.12494341330918968,4418,vivit,autsl
