coverage,stride,top1,n,model,dataset
10,1,0.06899538106235566,3464,timesformer,ssv2
10,2,0.05715935334872979,3464,timesformer,ssv2
10,4,0.05023094688221709,3464,timesformer,ssv2
10,8,0.043591224018475754,3464,timesformer,ssv2
10,16,0.043591224018475754,3464,timesformer,ssv2
25,1,0.13221709006928406,3464,timesformer,ssv2
25,2,0.12297921478060046,3464,timesformer,ssv2
25,4,0.09699769053117784,3464,timesformer,ssv2
25,8,0.0687066974595843,3464,timesformer,ssv2
25,16,0.04590069284064665,3464,timesformer,ssv2
50,1,0.27309585867361713,3453,timesformer,ssv2
50,2,0.2654892877822814,3454,timesformer,ssv2
50,4,0.24356378362742262,3457,timesformer,ssv2
50,8,0.17818918137113104,3457,timesformer,ssv2
50,16,0.09526558891454966,3464,timesformer,ssv2
75,1,0.3906990521327014,3376,timesformer,ssv2
75,2,0.38750740082889285,3378,timesformer,ssv2
75,4,0.3846836191602602,3382,timesformer,ssv2
75,8,0.3288235294117647,3400,timesformer,ssv2
75,16,0.19772196261682243,3424,timesformer,ssv2
100,1,0.42290076335877863,3275,timesformer,ssv2
100,2,0.42342892007321536,3278,timesformer,ssv2
100,4,0.41545012165450124,3288,timesformer,ssv2
100,8,0.3961176827418866,3297,timesformer,ssv2
100,16,0.29471788715486197,3332,timesformer,ssv2
