coverage,stride,top1,n
10,1,0.2723214285714285,448
10,2,0.2700892857142857,448
10,4,0.2566964285714285,448
10,8,0.25,448
10,16,0.25,448
25,1,0.3325892857142857,448
25,2,0.3191964285714285,448
25,4,0.2901785714285714,448
25,8,0.2946428571428571,448
25,16,0.25,448
50,1,0.3325892857142857,448
50,2,0.3348214285714285,448
50,4,0.3058035714285714,448
50,8,0.3147321428571428,448
50,16,0.3013392857142857,448
75,1,0.3325892857142857,448
75,2,0.3303571428571428,448
75,4,0.3303571428571428,448
75,8,0.3348214285714285,448
75,16,0.3102678571428571,448
100,1,0.3526785714285714,448
100,2,0.3549107142857143,448
100,4,0.3459821428571428,448
100,8,0.3459821428571428,448
100,16,0.3258928571428571,448
