coverage,stride,top1,n
10,1,0.0056586690810321,4418
10,2,0.0054323223177908,4418
10,4,0.0058850158442734,4418
10,8,0.0067904028972385,4418
10,16,0.0067904028972385,4418
25,1,0.0622453598913535,4418
25,2,0.0337256677229515,4418
25,4,0.0199185151652331,4418
25,8,0.0119963784517881,4418
25,16,0.0108646446355817,4418
50,1,0.3438207333635129,4418
50,2,0.2256677229515618,4418
50,4,0.1109099139882299,4418
50,8,0.0552286102308737,4418
50,16,0.0418741511996378,4418
75,1,0.4655952919873246,4418
75,2,0.4162516976007243,4418
75,4,0.2360796740606609,4418
75,8,0.0946129470348574,4418
75,16,0.0620190131281122,4418
100,1,0.4757808963331824,4418
100,2,0.4551833408782254,4418
100,4,0.2584880036215482,4418
100,8,0.0785423268447261,4418
100,16,0.0389316432775011,4418
