coverage,stride,top1,n
10,1,0.5073446327683616,885
10,2,0.4689265536723164,885
10,4,0.43954802259887,885
10,8,0.3966101694915254,885
10,16,0.3717514124293785,885
25,1,0.6384180790960452,885
25,2,0.6045197740112994,885
25,4,0.5457627118644067,885
25,8,0.4937853107344633,885
25,16,0.43954802259887,885
50,1,0.7197740112994351,885
50,2,0.7096045197740113,885
50,4,0.6836158192090396,885
50,8,0.5943502824858757,885
50,16,0.5141242937853108,885
75,1,0.7627118644067796,885
75,2,0.7627118644067796,885
75,4,0.7344632768361582,885
75,8,0.6802259887005649,885
75,16,0.5638418079096045,885
100,1,0.7627118644067796,885
100,2,0.7570621468926554,885
100,4,0.7536723163841808,885
100,8,0.703954802259887,885
100,16,0.5932203389830508,885
