coverage,stride,top1,n,model,dataset
10,1,0.037240184757505776,3464,mc3_18,ssv2
10,2,0.033775981524249425,3464,mc3_18,ssv2
10,4,0.0308891454965358,3464,mc3_18,ssv2
10,8,0.03031177829099307,3464,mc3_18,ssv2
10,16,0.03031177829099307,3464,mc3_18,ssv2
25,1,0.07736720554272518,3464,mc3_18,ssv2
25,2,0.06062355658198614,3464,mc3_18,ssv2
25,4,0.04157043879907621,3464,mc3_18,ssv2
25,8,0.03348729792147806,3464,mc3_18,ssv2
25,16,0.0308891454965358,3464,mc3_18,ssv2
50,1,0.15957138719953665,3453,mc3_18,ssv2
50,2,0.15894614939200927,3454,mc3_18,ssv2
50,4,0.09574775817182528,3457,mc3_18,ssv2
50,8,0.050621926525889496,3457,mc3_18,ssv2
50,16,0.036662817551963045,3464,mc3_18,ssv2
75,1,0.2517772511848341,3376,mc3_18,ssv2
75,2,0.24511545293072823,3378,mc3_18,ssv2
75,4,0.20283855706682435,3382,mc3_18,ssv2
75,8,0.09294117647058824,3400,mc3_18,ssv2
75,16,0.04964953271028037,3424,mc3_18,ssv2
100,1,0.2677862595419847,3275,mc3_18,ssv2
100,2,0.2629652226967663,3278,mc3_18,ssv2
100,4,0.2387469586374696,3288,mc3_18,ssv2
100,8,0.13679102214134062,3297,mc3_18,ssv2
100,16,0.06332533013205283,3332,mc3_18,ssv2
