coverage,stride,top1,n
10,1,0.0524899057873485,743
10,2,0.0551816958277254,743
10,4,0.053835800807537,743
10,8,0.0430686406460296,743
10,16,0.0390309555854643,743
25,1,0.0403768506056527,743
25,2,0.0471063257065948,743
25,4,0.0430686406460296,743
25,8,0.0390309555854643,743
25,16,0.0363391655450874,743
50,1,0.0659488559892328,743
50,2,0.0605652759084791,743
50,4,0.0619111709286675,743
50,8,0.0592193808882907,743
50,16,0.0497981157469717,743
75,1,0.0780619111709286,743
75,2,0.0753701211305518,743
75,4,0.0753701211305518,743
75,8,0.0847913862718708,743
75,16,0.0565275908479138,743
100,1,0.0834454912516823,743
100,2,0.0901749663526245,743
100,4,0.088829071332436,743
100,8,0.0861372812920592,743
100,16,0.0713324360699865,743
