coverage,stride,top1,n
10,1,0.400990099009901,2020
10,2,0.3891089108910891,2020
10,4,0.3767326732673267,2020
10,8,0.3217821782178218,2020
10,16,0.25,2020
25,1,0.5455445544554456,2020
25,2,0.5440594059405941,2020
25,4,0.5400990099009901,2020
25,8,0.4886138613861386,2020
25,16,0.3782178217821782,2020
50,1,0.6564356435643565,2020
50,2,0.6603960396039604,2020
50,4,0.6460396039603961,2020
50,8,0.6173267326732673,2020
50,16,0.5297029702970297,2020
75,1,0.7198019801980198,2020
75,2,0.7183168316831683,2020
75,4,0.7158415841584158,2020
75,8,0.6975247524752475,2020
75,16,0.6014851485148515,2020
100,1,0.7252475247524752,2020
100,2,0.7346534653465346,2020
100,4,0.7301980198019802,2020
100,8,0.7267326732673267,2020
100,16,0.6648514851485149,2020
