dataset,split,video_id,video_path,label_id,budget,coverage,stride,pred_id,correct_top1,correct_top5,confidence,decode_time_s,inference_time_s,total_time_s,source_frames,candidate_frames,processed_frames,model_input_frames,skipped,error
somethingv2,validation,169724,data/Something_data/videos_full/169724.webm,0,16,10,16,125,False,False,0.43094533681869507,0.008960221894085407,0.001629318343475461,0.45909139001742005,46,1,16,16,False,
somethingv2,validation,108286,data/Something_data/videos_full/108286.webm,0,16,10,16,125,False,False,0.3452315926551819,0.009341409895569086,0.001629318343475461,0.44431966403499246,54,1,16,16,False,
somethingv2,validation,147281,data/Something_data/videos_full/147281.webm,0,16,10,16,128,False,False,0.2749035358428955,0.006579426117241383,0.001629318343475461,0.4264490408822894,62,1,16,16,False,
somethingv2,validation,6216,data/Something_data/videos_full/6216.webm,0,16,10,16,125,False,False,0.8086258172988892,0.005309962900355458,0.001629318343475461,0.41437436104752123,41,1,16,16,False,
somethingv2,validation,174027,data/Something_data/videos_full/174027.webm,0,16,10,16,124,False,False,0.4653117060661316,0.01012977003119886,0.001629318343475461,0.4055599649436772,46,1,16,16,False,
somethingv2,validation,144827,data/Something_data/videos_full/144827.webm,0,16,10,16,128,False,False,0.28696686029434204,0.0065736169926822186,0.001629318343475461,0.38634049193933606,42,1,16,16,False,
somethingv2,validation,53775,data/Something_data/videos_full/53775.webm,0,16,10,16,125,False,False,0.48045292496681213,0.009365305071696639,0.001629318343475461,0.3750701048411429,42,1,16,16,False,
somethingv2,validation,51951,data/Something_data/videos_full/51951.webm,0,16,10,16,125,False,False,0.6874637007713318,0.011535733006894588,0.001629318343475461,0.3600800270214677,33,1,16,16,False,
somethingv2,validation,10430,data/Something_data/videos_full/10430.webm,0,16,10,16,125,False,False,0.8601007461547852,0.006029857089743018,0.001629318343475461,0.3382727720309049,52,1,16,16,False,
somethingv2,validation,148979,data/Something_data/videos_full/148979.webm,0,16,10,16,125,False,False,0.8208486437797546,0.006472863024100661,0.001629318343475461,0.3299456899985671,63,1,16,16,False,
somethingv2,validation,99688,data/Something_data/videos_full/99688.webm,0,16,10,16,125,False,False,0.34120482206344604,0.009555608965456486,0.001629318343475461,0.3191942390985787,48,1,16,16,False,
somethingv2,validation,112846,data/Something_data/videos_full/112846.webm,0,16,10,16,127,False,False,0.3374432921409607,0.006120892008766532,0.001629318343475461,0.2993651090655476,42,1,16,16,False,
somethingv2,validation,198092,data/Something_data/videos_full/198092.webm,0,16,10,16,127,False,False,0.5804228186607361,0.006452350877225399,0.001629318343475461,0.28900156798772514,57,1,16,16,False,
somethingv2,validation,88925,data/Something_data/videos_full/88925.webm,0,16,10,16,127,False,False,0.8788550496101379,0.006628178991377354,0.001629318343475461,0.28006136789917946,44,1,16,16,False,
somethingv2,validation,173157,data/Something_data/videos_full/173157.webm,0,16,10,16,126,False,False,0.6662470102310181,0.005442006979137659,0.001629318343475461,0.26904535689391196,65,1,16,16,False,
somethingv2,validation,108136,data/Something_data/videos_full/108136.webm,0,16,10,16,127,False,False,0.5560879707336426,0.004753635032102466,0.001629318343475461,0.26084486092440784,54,1,16,16,False,
somethingv2,validation,81300,data/Something_data/videos_full/81300.webm,0,16,10,16,127,False,False,0.45936769247055054,0.009138226043432951,0.001629318343475461,0.2548370079603046,44,1,16,16,False,
somethingv2,validation,121078,data/Something_data/videos_full/121078.webm,0,16,10,16,127,False,False,0.7233114838600159,0.007858976954594254,0.001629318343475461,0.2354764158371836,41,1,16,16,False,
somethingv2,validation,24255,data/Something_data/videos_full/24255.webm,0,16,10,16,124,False,False,0.5951720476150513,0.008153334027156234,0.001629318343475461,0.22121095703914762,32,1,16,16,False,
somethingv2,validation,210300,data/Something_data/videos_full/210300.webm,0,16,10,16,125,False,False,0.5165676474571228,0.007256172131747007,0.001629318343475461,0.2058273849543184,52,1,16,16,False,
somethingv2,validation,52371,data/Something_data/videos_full/52371.webm,1,16,10,16,16,False,False,0.08856482803821564,0.006579262902960181,0.001629318343475461,0.19269049004651606,68,1,16,16,False,
somethingv2,validation,18320,data/Something_data/videos_full/18320.webm,1,16,10,16,126,False,False,0.3875998556613922,0.0051278239116072655,0.001629318343475461,0.1821691880468279,33,1,16,16,False,
somethingv2,validation,182144,data/Something_data/videos_full/182144.webm,1,16,10,16,17,False,False,0.3853410482406616,0.007688554003834724,0.001629318343475461,0.17519752099178731,43,1,16,16,False,
somethingv2,validation,47739,data/Something_data/videos_full/47739.webm,1,16,10,16,126,False,False,0.27007976174354553,0.005453573074191809,0.001629318343475461,0.16076294798403978,44,1,16,16,False,
somethingv2,validation,48198,data/Something_data/videos_full/48198.webm,1,16,10,16,17,False,False,0.04899356886744499,0.004578082822263241,0.001629318343475461,0.15165235102176666,35,1,16,16,False,
somethingv2,validation,113630,data/Something_data/videos_full/113630.webm,1,16,10,16,18,False,False,0.591223418712616,0.007267235778272152,0.001629318343475461,0.14558966597542167,42,1,16,16,False,
somethingv2,validation,126896,data/Something_data/videos_full/126896.webm,1,16,10,16,124,False,False,0.474485844373703,0.005788280861452222,0.001629318343475461,0.13285096804611385,36,1,16,16,False,
somethingv2,validation,17233,data/Something_data/videos_full/17233.webm,1,16,10,16,17,False,False,0.6744274497032166,0.006787280086427927,0.001629318343475461,0.1202240081038326,50,1,16,16,False,
somethingv2,validation,211670,data/Something_data/videos_full/211670.webm,1,16,10,16,125,False,False,0.45908913016319275,0.007917457027360797,0.001629318343475461,0.10851623397320509,58,1,16,16,False,
somethingv2,validation,214846,data/Something_data/videos_full/214846.webm,1,16,10,16,129,False,False,0.38252750039100647,0.0043967270758003,0.001629318343475461,0.09791386709548533,66,1,16,16,False,
somethingv2,validation,149011,data/Something_data/videos_full/149011.webm,1,16,10,16,125,False,False,0.6991440057754517,0.00688204588368535,0.001629318343475461,0.09291859995573759,64,1,16,16,False,
somethingv2,validation,211312,data/Something_data/videos_full/211312.webm,1,16,10,16,125,False,False,0.23280322551727295,0.005349297076463699,0.001629318343475461,0.08266004803590477,38,1,16,16,False,
somethingv2,validation,72089,data/Something_data/videos_full/72089.webm,1,16,10,16,126,False,False,0.8209470510482788,0.008334924932569265,0.0015250306241796352,0.405671811895445,42,1,16,16,False,
somethingv2,validation,48640,data/Something_data/videos_full/48640.webm,1,16,10,16,129,False,False,0.5194920301437378,0.005047872895374894,0.0015250306241796352,0.39651669515296817,51,1,16,16,False,
somethingv2,validation,130457,data/Something_data/videos_full/130457.webm,1,16,10,16,130,False,False,0.20505303144454956,0.005351888947188854,0.0015250306241796352,0.39090062701143324,36,1,16,16,False,
somethingv2,validation,21847,data/Something_data/videos_full/21847.webm,1,16,10,16,126,False,False,0.252701997756958,0.004954434931278229,0.0015250306241796352,0.38257417688146234,52,1,16,16,False,
somethingv2,validation,213934,data/Something_data/videos_full/213934.webm,1,16,10,16,16,False,False,0.31672802567481995,0.005295624956488609,0.0015250306241796352,0.3761649699881673,69,1,16,16,False,
somethingv2,validation,148261,data/Something_data/videos_full/148261.webm,1,16,10,16,18,False,False,0.33130624890327454,0.008335777092725039,0.0015250306241796352,0.3686448121443391,70,1,16,16,False,
somethingv2,validation,149753,data/Something_data/videos_full/149753.webm,1,16,10,16,126,False,False,0.3081400394439697,0.0049558668397367,0.0015250306241796352,0.3540767030790448,57,1,16,16,False,
somethingv2,validation,129999,data/Something_data/videos_full/129999.webm,1,16,10,16,127,False,False,0.3017982542514801,0.005593105917796493,0.0015250306241796352,0.3470387130510062,42,1,16,16,False,
