video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
P26_107_7,0,154,1,8,1,k1,True,0.6702877283096313,timesformer,epic_kitchens
P03_101_188,0,942,1,8,1,k1,False,0.6657146215438843,timesformer,epic_kitchens
P04_113_291,0,27,1,8,1,k1,False,0.6341292858123779,timesformer,epic_kitchens
P01_105_229,0,31,1,8,1,k1,True,0.5055266618728638,timesformer,epic_kitchens
P22_103_180,0,64,1,8,1,k1,False,0.8594864010810852,timesformer,epic_kitchens
P26_108_5,0,231,1,8,1,k1,False,0.9014759659767151,timesformer,epic_kitchens
P35_108_238,0,51,1,8,1,k1,True,0.5556781888008118,timesformer,epic_kitchens
P03_101_33,0,55,1,8,1,k1,False,0.7932215332984924,timesformer,epic_kitchens
P35_104_290,0,51,1,8,1,k1,False,0.804167628288269,timesformer,epic_kitchens
P30_111_263,0,30,1,8,1,k1,False,0.8629193305969238,timesformer,epic_kitchens
P12_105_39,0,133,1,8,1,k1,False,0.44912344217300415,timesformer,epic_kitchens
P30_107_239,0,39,1,8,1,k1,True,0.20036715269088745,timesformer,epic_kitchens
P35_107_238,0,63,1,8,1,k1,True,0.5913123488426208,timesformer,epic_kitchens
P27_101_37,0,58,1,8,1,k1,False,0.8824415802955627,timesformer,epic_kitchens
P22_109_45,0,45,1,8,1,k1,True,0.6155303716659546,timesformer,epic_kitchens
P30_113_111,0,56,1,8,1,k1,False,0.7239400148391724,timesformer,epic_kitchens
P35_104_576,0,62,1,8,1,k1,False,0.8240545392036438,timesformer,epic_kitchens
P37_101_328,0,55,1,8,1,k1,False,0.9223158359527588,timesformer,epic_kitchens
P12_104_0,0,87,1,8,1,k1,False,0.32278627157211304,timesformer,epic_kitchens
P01_109_124,0,33,1,8,1,k1,False,0.8466961979866028,timesformer,epic_kitchens
P03_107_18,1,110,1,8,1,k1,True,0.5768293142318726,timesformer,epic_kitchens
P02_121_55,1,71,1,8,1,k1,False,0.6817174553871155,timesformer,epic_kitchens
P04_107_120,1,76,1,8,1,k1,True,0.3119732439517975,timesformer,epic_kitchens
P04_121_105,1,104,1,8,1,k1,True,0.5668109655380249,timesformer,epic_kitchens
P22_109_693,1,109,1,8,1,k1,True,0.8739452362060547,timesformer,epic_kitchens
P28_104_96,1,71,1,8,1,k1,True,0.9543547034263611,timesformer,epic_kitchens
P26_117_49,1,56,1,8,1,k1,True,0.7894988059997559,timesformer,epic_kitchens
P25_107_493,1,54,1,8,1,k1,False,0.8727066516876221,timesformer,epic_kitchens
P01_105_699,1,30,1,8,1,k1,True,0.9126306772232056,timesformer,epic_kitchens
P04_119_175,1,47,1,8,1,k1,True,0.5246078372001648,timesformer,epic_kitchens
P09_104_41,1,153,1,8,1,k1,True,0.5688428282737732,timesformer,epic_kitchens
P03_101_15,1,252,1,8,1,k1,True,0.6066458225250244,timesformer,epic_kitchens
P35_109_281,1,150,1,8,1,k1,True,0.8997775316238403,timesformer,epic_kitchens
P22_106_17,1,70,1,8,1,k1,True,0.6386658549308777,timesformer,epic_kitchens
P25_107_191,1,93,1,8,1,k1,True,0.841343343257904,timesformer,epic_kitchens
P25_106_83,1,43,1,8,1,k1,True,0.37942489981651306,timesformer,epic_kitchens
P04_109_336,1,77,1,8,1,k1,False,0.4357493817806244,timesformer,epic_kitchens
P22_117_314,1,29,1,8,1,k1,True,0.5510326623916626,timesformer,epic_kitchens
P11_103_19,1,37,1,8,1,k1,True,0.4946058392524719,timesformer,epic_kitchens
P03_120_171,1,54,1,8,1,k1,True,0.7605655193328857,timesformer,epic_kitchens
P12_101_476,2,63,1,8,1,k1,False,0.3411935567855835,timesformer,epic_kitchens
P01_102_66,2,287,1,8,1,k1,False,0.6838961243629456,timesformer,epic_kitchens
P03_109_221,2,29,1,8,1,k1,False,0.882330596446991,timesformer,epic_kitchens
P03_121_13,2,163,1,8,1,k1,False,0.3916630446910858,timesformer,epic_kitchens
P22_116_128,2,364,1,8,1,k1,False,0.9350797533988953,timesformer,epic_kitchens
P25_107_183,2,201,1,8,1,k1,False,0.6676688194274902,timesformer,epic_kitchens
P22_116_184,2,112,1,8,1,k1,False,0.7327380180358887,timesformer,epic_kitchens
P25_106_32,2,70,1,8,1,k1,False,0.4799536466598511,timesformer,epic_kitchens
P07_107_12,2,136,1,8,1,k1,False,0.5813513398170471,timesformer,epic_kitchens
P25_104_41,2,240,1,8,1,k1,False,0.7505345940589905,timesformer,epic_kitchens
P01_105_682,2,55,1,8,1,k1,False,0.29805830121040344,timesformer,epic_kitchens
P35_108_483,2,472,1,8,1,k1,False,0.8596477508544922,timesformer,epic_kitchens
P25_106_164,2,320,1,8,1,k1,False,0.9109525680541992,timesformer,epic_kitchens
P03_119_184,2,50,1,8,1,k1,False,0.9001795053482056,timesformer,epic_kitchens
P01_105_440,2,215,1,8,1,k1,False,0.4839335083961487,timesformer,epic_kitchens
P27_103_649,2,236,1,8,1,k1,False,0.9553877115249634,timesformer,epic_kitchens
P01_109_579,2,213,1,8,1,k1,False,0.3968629240989685,timesformer,epic_kitchens
P37_101_294,2,194,1,8,1,k1,False,0.6010629534721375,timesformer,epic_kitchens
P35_108_245,2,225,1,8,1,k1,False,0.8421608209609985,timesformer,epic_kitchens
P30_101_53,2,52,1,8,1,k1,False,0.5666058659553528,timesformer,epic_kitchens
P28_109_13,3,71,1,8,1,k1,False,0.5964985489845276,timesformer,epic_kitchens
P06_101_26,3,77,1,8,1,k1,False,0.8566396832466125,timesformer,epic_kitchens
P22_106_20,3,46,1,8,1,k1,False,0.7466061115264893,timesformer,epic_kitchens
P28_101_17,3,65,1,8,1,k1,False,0.3735112249851227,timesformer,epic_kitchens
P22_111_93,3,44,1,8,1,k1,False,0.6867523789405823,timesformer,epic_kitchens
P06_113_31,3,52,1,8,1,k1,False,0.40163880586624146,timesformer,epic_kitchens
P26_104_116,3,51,1,8,1,k1,False,0.7090240120887756,timesformer,epic_kitchens
P22_117_400,3,136,1,8,1,k1,False,0.8682219982147217,timesformer,epic_kitchens
