video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
210300,0,52,5,16,10,span10,False,0.4253150522708893,r3d_18,ssv2
197315,2,49,5,16,10,span10,False,0.7775054574012756,r3d_18,ssv2
218883,3,44,4,16,10,span10,False,0.4462187886238098,r3d_18,ssv2
30133,4,61,6,16,10,span10,False,0.6786371469497681,r3d_18,ssv2
186406,6,66,7,16,10,span10,False,0.21084563434123993,r3d_18,ssv2
210300,0,52,13,16,25,span25,False,0.8369836807250977,r3d_18,ssv2
197315,2,49,12,16,25,span25,False,0.30594342947006226,r3d_18,ssv2
218883,3,44,11,16,25,span25,False,0.4956049919128418,r3d_18,ssv2
30133,4,61,15,16,25,span25,False,0.9937673807144165,r3d_18,ssv2
186406,6,66,16,16,25,span25,False,0.6464478969573975,r3d_18,ssv2
210300,0,52,16,16,50,span50,False,0.9350829720497131,r3d_18,ssv2
197315,2,49,16,16,50,span50,False,0.6083629727363586,r3d_18,ssv2
218883,3,44,16,16,50,span50,False,0.24333928525447845,r3d_18,ssv2
30133,4,61,16,16,50,span50,False,0.827509343624115,r3d_18,ssv2
186406,6,66,16,16,50,span50,True,0.3837677836418152,r3d_18,ssv2
210300,0,52,16,16,75,span75,False,0.9441079497337341,r3d_18,ssv2
197315,2,49,16,16,75,span75,False,0.9760591983795166,r3d_18,ssv2
218883,3,44,16,16,75,span75,False,0.9760603308677673,r3d_18,ssv2
30133,4,61,16,16,75,span75,False,0.7201666235923767,r3d_18,ssv2
186406,6,66,16,16,75,span75,True,0.999901533126831,r3d_18,ssv2
210300,0,52,16,16,100,span100,True,0.7409716844558716,r3d_18,ssv2
197315,2,49,16,16,100,span100,True,0.920360267162323,r3d_18,ssv2
218883,3,44,16,16,100,span100,False,0.9960299134254456,r3d_18,ssv2
30133,4,61,16,16,100,span100,False,0.5365521311759949,r3d_18,ssv2
186406,6,66,16,16,100,span100,True,0.9984392523765564,r3d_18,ssv2
172000,7,58,6,16,10,span10,False,0.6397055983543396,r3d_18,ssv2
70659,8,18,2,16,10,span10,False,0.2524666488170624,r3d_18,ssv2
11086,8,18,2,16,10,span10,False,0.7683671712875366,r3d_18,ssv2
3793,9,38,4,16,10,span10,True,0.8947539329528809,r3d_18,ssv2
49806,9,19,2,16,10,span10,False,0.5486067533493042,r3d_18,ssv2
91295,9,20,2,16,10,span10,False,0.6710484623908997,r3d_18,ssv2
119565,9,19,2,16,10,span10,False,0.5404772758483887,r3d_18,ssv2
184324,10,20,2,16,10,span10,False,0.5247473120689392,r3d_18,ssv2
39791,10,17,2,16,10,span10,False,0.5778291821479797,r3d_18,ssv2
21147,11,18,2,16,10,span10,False,0.7821817398071289,r3d_18,ssv2
203782,11,18,2,16,10,span10,False,0.8423508405685425,r3d_18,ssv2
12383,12,20,2,16,10,span10,False,0.7543402314186096,r3d_18,ssv2
172000,7,58,14,16,25,span25,False,0.5162197947502136,r3d_18,ssv2
70659,8,18,4,16,25,span25,False,0.5682550072669983,r3d_18,ssv2
11086,8,18,4,16,25,span25,False,0.8781102895736694,r3d_18,ssv2
3793,9,38,10,16,25,span25,True,0.9996076226234436,r3d_18,ssv2
49806,9,19,5,16,25,span25,False,0.5419390201568604,r3d_18,ssv2
91295,9,20,5,16,25,span25,False,0.21952654421329498,r3d_18,ssv2
119565,9,19,5,16,25,span25,False,0.9968534111976624,r3d_18,ssv2
184324,10,20,5,16,25,span25,False,0.6342357397079468,r3d_18,ssv2
39791,10,17,4,16,25,span25,False,0.6192778944969177,r3d_18,ssv2
21147,11,18,4,16,25,span25,True,0.44390782713890076,r3d_18,ssv2
203782,11,18,4,16,25,span25,False,0.4761822819709778,r3d_18,ssv2
12383,12,20,5,16,25,span25,False,0.8134053349494934,r3d_18,ssv2
172000,7,58,16,16,50,span50,False,0.8447376489639282,r3d_18,ssv2
70659,8,18,9,16,50,span50,False,0.3022761940956116,r3d_18,ssv2
11086,8,18,9,16,50,span50,True,0.7083026766777039,r3d_18,ssv2
3793,9,38,16,16,50,span50,True,0.9997125267982483,r3d_18,ssv2
49806,9,19,10,16,50,span50,False,0.9717535376548767,r3d_18,ssv2
91295,9,20,10,16,50,span50,False,0.8796069025993347,r3d_18,ssv2
119565,9,19,10,16,50,span50,False,0.9301081299781799,r3d_18,ssv2
184324,10,20,10,16,50,span50,False,0.46495509147644043,r3d_18,ssv2
39791,10,17,8,16,50,span50,False,0.492511510848999,r3d_18,ssv2
21147,11,18,9,16,50,span50,False,0.29729288816452026,r3d_18,ssv2
203782,11,18,9,16,50,span50,False,0.3753882944583893,r3d_18,ssv2
12383,12,20,10,16,50,span50,False,0.7245640158653259,r3d_18,ssv2
172000,7,58,16,16,75,span75,True,0.9564765095710754,r3d_18,ssv2
70659,8,18,14,16,75,span75,False,0.18914714455604553,r3d_18,ssv2
11086,8,18,14,16,75,span75,True,0.9791743159294128,r3d_18,ssv2
3793,9,38,16,16,75,span75,True,0.9804778695106506,r3d_18,ssv2
49806,9,19,14,16,75,span75,False,0.33127561211586,r3d_18,ssv2
91295,9,20,15,16,75,span75,False,0.34555187821388245,r3d_18,ssv2
119565,9,19,14,16,75,span75,False,0.4382990002632141,r3d_18,ssv2
184324,10,20,15,16,75,span75,False,0.5548450946807861,r3d_18,ssv2
39791,10,17,13,16,75,span75,False,0.7010482549667358,r3d_18,ssv2
21147,11,18,14,16,75,span75,False,0.6732690930366516,r3d_18,ssv2
203782,11,18,14,16,75,span75,False,0.3115726709365845,r3d_18,ssv2
12383,12,20,15,16,75,span75,False,0.9157657027244568,r3d_18,ssv2
172000,7,58,16,16,100,span100,True,0.8859156966209412,r3d_18,ssv2
70659,8,18,16,16,100,span100,False,0.4532795548439026,r3d_18,ssv2
11086,8,18,16,16,100,span100,True,0.5850277543067932,r3d_18,ssv2
3793,9,38,16,16,100,span100,True,0.9999281167984009,r3d_18,ssv2
49806,9,19,16,16,100,span100,False,0.24342034757137299,r3d_18,ssv2
91295,9,20,16,16,100,span100,False,0.157905712723732,r3d_18,ssv2
119565,9,19,16,16,100,span100,False,0.5341922640800476,r3d_18,ssv2
184324,10,20,16,16,100,span100,False,0.3469800353050232,r3d_18,ssv2
39791,10,17,16,16,100,span100,False,0.7193323969841003,r3d_18,ssv2
21147,11,18,16,16,100,span100,True,0.3522544801235199,r3d_18,ssv2
203782,11,18,16,16,100,span100,True,0.3071116805076599,r3d_18,ssv2
12383,12,20,16,16,100,span100,False,0.9795020222663879,r3d_18,ssv2
41732,12,30,3,16,10,span10,False,0.43132051825523376,r3d_18,ssv2
134009,13,59,6,16,10,span10,False,0.633284330368042,r3d_18,ssv2
70598,14,67,7,16,10,span10,False,0.51348477602005,r3d_18,ssv2
73515,16,50,5,16,10,span10,True,0.9995638728141785,r3d_18,ssv2
176489,16,16,2,16,10,span10,False,0.9231727123260498,r3d_18,ssv2
166437,17,12,1,16,10,span10,False,0.5220985412597656,r3d_18,ssv2
205544,18,16,2,16,10,span10,False,0.7670604586601257,r3d_18,ssv2
116776,18,16,2,16,10,span10,False,0.6473649144172668,r3d_18,ssv2
126414,19,47,5,16,10,span10,False,0.84843909740448,r3d_18,ssv2
41732,12,30,8,16,25,span25,False,0.7047247886657715,r3d_18,ssv2
134009,13,59,15,16,25,span25,False,0.18838714063167572,r3d_18,ssv2
70598,14,67,16,16,25,span25,False,0.35846683382987976,r3d_18,ssv2
73515,16,50,12,16,25,span25,True,0.9999371767044067,r3d_18,ssv2
176489,16,16,4,16,25,span25,False,0.9145180583000183,r3d_18,ssv2
166437,17,12,3,16,25,span25,True,0.50516676902771,r3d_18,ssv2
205544,18,16,4,16,25,span25,True,0.6534639596939087,r3d_18,ssv2
116776,18,16,4,16,25,span25,False,0.4711155891418457,r3d_18,ssv2
126414,19,47,12,16,25,span25,False,0.8515549898147583,r3d_18,ssv2
41732,12,30,15,16,50,span50,False,0.6387482285499573,r3d_18,ssv2
134009,13,59,16,16,50,span50,False,0.3705695569515228,r3d_18,ssv2
70598,14,67,16,16,50,span50,True,0.16185250878334045,r3d_18,ssv2
73515,16,50,16,16,50,span50,True,0.9985195994377136,r3d_18,ssv2
176489,16,16,8,16,50,span50,False,0.8866512179374695,r3d_18,ssv2
166437,17,12,6,16,50,span50,False,0.45332634449005127,r3d_18,ssv2
205544,18,16,8,16,50,span50,False,0.46368107199668884,r3d_18,ssv2
116776,18,16,8,16,50,span50,False,0.5459743142127991,r3d_18,ssv2
126414,19,47,16,16,50,span50,False,0.8064209222793579,r3d_18,ssv2
