coverage,stride,top1,n
10,1,0.4375,448
10,2,0.4241071428571428,448
10,4,0.4151785714285714,448
10,8,0.40625,448
10,16,0.40625,448
25,1,0.5200892857142857,448
25,2,0.5066964285714286,448
25,4,0.4665178571428571,448
25,8,0.4464285714285714,448
25,16,0.40625,448
50,1,0.6383928571428571,448
50,2,0.5825892857142857,448
50,4,0.5267857142857143,448
50,8,0.46875,448
50,16,0.4575892857142857,448
75,1,0.71875,448
75,2,0.6875,448
75,4,0.5915178571428571,448
75,8,0.4910714285714285,448
75,16,0.4754464285714285,448
100,1,0.7321428571428571,448
100,2,0.7276785714285714,448
100,4,0.6316964285714286,448
100,8,0.53125,448
100,16,0.484375,448
