config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.610125,8000,31.9885,slowfast_r50,kinetics400,covstride,32
cov100_s16,0.588625,8000,18.260125,slowfast_r50,kinetics400,covstride,32
cov100_s2,0.60575,8000,31.9535,slowfast_r50,kinetics400,covstride,32
cov100_s4,0.606125,8000,31.851375,slowfast_r50,kinetics400,covstride,32
cov100_s8,0.610125,8000,31.142375,slowfast_r50,kinetics400,covstride,32
cov10_s1,0.52325,8000,28.772375,slowfast_r50,kinetics400,covstride,32
cov10_s16,0.395125,8000,1.971625,slowfast_r50,kinetics400,covstride,32
cov10_s2,0.49675,8000,14.414875,slowfast_r50,kinetics400,covstride,32
cov10_s4,0.439875,8000,7.674875,slowfast_r50,kinetics400,covstride,32
cov10_s8,0.43175,8000,3.87275,slowfast_r50,kinetics400,covstride,32
cov25_s1,0.60375,8000,31.846875,slowfast_r50,kinetics400,covstride,32
cov25_s16,0.46475,8000,4.829625,slowfast_r50,kinetics400,covstride,32
cov25_s2,0.603,8000,31.117625,slowfast_r50,kinetics400,covstride,32
cov25_s4,0.573125,8000,18.2435,slowfast_r50,kinetics400,covstride,32
cov25_s8,0.49325,8000,9.589625,slowfast_r50,kinetics400,covstride,32
cov50_s1,0.639875,8000,31.951875,slowfast_r50,kinetics400,covstride,32
cov50_s16,0.527,8000,9.593875,slowfast_r50,kinetics400,covstride,32
cov50_s2,0.639,8000,31.848125,slowfast_r50,kinetics400,covstride,32
cov50_s4,0.63825,8000,31.1295,slowfast_r50,kinetics400,covstride,32
cov50_s8,0.601375,8000,18.252,slowfast_r50,kinetics400,covstride,32
cov75_s1,0.620875,8000,31.97725,slowfast_r50,kinetics400,covstride,32
cov75_s16,0.581,8000,14.313125,slowfast_r50,kinetics400,covstride,32
cov75_s2,0.621375,8000,31.923625,slowfast_r50,kinetics400,covstride,32
cov75_s4,0.622,8000,31.74,slowfast_r50,kinetics400,covstride,32
cov75_s8,0.61525,8000,27.739625,slowfast_r50,kinetics400,covstride,32
