coverage,stride,top1,n
10,1,0.4824858757062147,885
10,2,0.4677966101694915,885
10,4,0.4293785310734463,885
10,8,0.3717514124293785,885
10,16,0.3502824858757062,885
25,1,0.5909604519774011,885
25,2,0.5830508474576271,885
25,4,0.5378531073446328,885
25,8,0.4903954802259887,885
25,16,0.4305084745762711,885
50,1,0.7152542372881356,885
50,2,0.7209039548022599,885
50,4,0.6790960451977401,885
50,8,0.5988700564971752,885
50,16,0.5050847457627119,885
75,1,0.7909604519774012,885
75,2,0.7830508474576271,885
75,4,0.7559322033898305,885
75,8,0.6745762711864407,885
75,16,0.5615819209039548,885
100,1,0.7943502824858757,885
100,2,0.7977401129943503,885
100,4,0.7853107344632768,885
100,8,0.7163841807909604,885
100,16,0.5988700564971752,885
