coverage,stride,top1,n
10,1,0.1323529411764706,1020
10,2,0.1215686274509803,1020
10,4,0.1029411764705882,1020
10,8,0.0745098039215686,1020
10,16,0.0588235294117647,1020
25,1,0.2294117647058823,1020
25,2,0.2039215686274509,1020
25,4,0.1794117647058823,1020
25,8,0.1352941176470588,1020
25,16,0.084313725490196,1020
50,1,0.3029411764705882,1020
50,2,0.2862745098039215,1020
50,4,0.2568627450980392,1020
50,8,0.2029411764705882,1020
50,16,0.1441176470588235,1020
75,1,0.3431372549019608,1020
75,2,0.3352941176470588,1020
75,4,0.2901960784313726,1020
75,8,0.2411764705882353,1020
75,16,0.1627450980392157,1020
100,1,0.3745098039215686,1020
100,2,0.3823529411764705,1020
100,4,0.3186274509803921,1020
100,8,0.246078431372549,1020
100,16,0.1862745098039215,1020
