coverage,stride,top1,n
10,1,0.0352193995381062,3464
10,2,0.0308891454965358,3464
10,4,0.0259815242494226,3464
10,8,0.0228060046189376,3464
10,16,0.0228060046189376,3464
25,1,0.0799653579676674,3464
25,2,0.0759237875288683,3464
25,4,0.0612009237875288,3464
25,8,0.0389722863741339,3464
25,16,0.0251154734411085,3464
50,1,0.1726035331595714,3453
50,2,0.1621308627678054,3454
50,4,0.1481052936071738,3457
50,8,0.0948799537170957,3457
50,16,0.0525404157043879,3464
75,1,0.2541469194312796,3376
75,2,0.2442273534635879,3378
75,4,0.2371377882909521,3382
75,8,0.1988235294117647,3400
75,16,0.107768691588785,3424
100,1,0.2717557251908397,3275
100,2,0.2779133618059792,3278
100,4,0.2770681265206812,3288
100,8,0.2502274795268426,3297
100,16,0.15906362545018,3332
