coverage,stride,top1,n,model,dataset
10,1,0.5073446327683616,885,mc3_18,hmdb51
10,2,0.4734463276836158,885,mc3_18,hmdb51
10,4,0.4451977401129943,885,mc3_18,hmdb51
10,8,0.3988700564971751,885,mc3_18,hmdb51
10,16,0.3717514124293785,885,mc3_18,hmdb51
25,1,0.6429378531073446,885,mc3_18,hmdb51
25,2,0.6169491525423729,885,mc3_18,hmdb51
25,4,0.5627118644067797,885,mc3_18,hmdb51
25,8,0.5016949152542373,885,mc3_18,hmdb51
25,16,0.4384180790960452,885,mc3_18,hmdb51
50,1,0.7389830508474576,885,mc3_18,hmdb51
50,2,0.7242937853107345,885,mc3_18,hmdb51
50,4,0.6949152542372882,885,mc3_18,hmdb51
50,8,0.6033898305084746,885,mc3_18,hmdb51
50,16,0.5288135593220339,885,mc3_18,hmdb51
75,1,0.7728813559322034,885,mc3_18,hmdb51
75,2,0.7751412429378531,885,mc3_18,hmdb51
75,4,0.7412429378531074,885,mc3_18,hmdb51
75,8,0.6836158192090396,885,mc3_18,hmdb51
75,16,0.5785310734463277,885,mc3_18,hmdb51
100,1,0.7627118644067796,885,mc3_18,hmdb51
100,2,0.7604519774011299,885,mc3_18,hmdb51
100,4,0.751412429378531,885,mc3_18,hmdb51
100,8,0.7062146892655368,885,mc3_18,hmdb51
100,16,0.6022598870056497,885,mc3_18,hmdb51
