coverage,stride,top1,n
10,1,0.0112994350282485,177
10,2,0.0112994350282485,177
10,4,0.0112994350282485,177
10,8,0.0112994350282485,177
10,16,0.0112994350282485,177
25,1,0.0621468926553672,177
25,2,0.0282485875706214,177
25,4,0.0112994350282485,177
25,8,0.0112994350282485,177
25,16,0.0112994350282485,177
50,1,0.1412429378531073,177
50,2,0.0734463276836158,177
50,4,0.0621468926553672,177
50,8,0.0225988700564971,177
50,16,0.0112994350282485,177
75,1,0.2090395480225988,177
75,2,0.1581920903954802,177
75,4,0.1242937853107344,177
75,8,0.0225988700564971,177
75,16,0.0338983050847457,177
100,1,0.1977401129943503,177
100,2,0.1751412429378531,177
100,4,0.1129943502824858,177
100,8,0.0621468926553672,177
100,16,0.0508474576271186,177
