coverage,stride,top1,n,model,dataset
10,1,0.4397321428571428,448,timesformer,driveact
10,2,0.4196428571428571,448,timesformer,driveact
10,4,0.3950892857142857,448,timesformer,driveact
10,8,0.3861607142857143,448,timesformer,driveact
10,16,0.3861607142857143,448,timesformer,driveact
25,1,0.5089285714285714,448,timesformer,driveact
25,2,0.5089285714285714,448,timesformer,driveact
25,4,0.4933035714285714,448,timesformer,driveact
25,8,0.4732142857142857,448,timesformer,driveact
25,16,0.3861607142857143,448,timesformer,driveact
50,1,0.6049107142857143,448,timesformer,driveact
50,2,0.5982142857142857,448,timesformer,driveact
50,4,0.609375,448,timesformer,driveact
50,8,0.5357142857142857,448,timesformer,driveact
50,16,0.4754464285714285,448,timesformer,driveact
75,1,0.6607142857142857,448,timesformer,driveact
75,2,0.6517857142857143,448,timesformer,driveact
75,4,0.6517857142857143,448,timesformer,driveact
75,8,0.6160714285714286,448,timesformer,driveact
75,16,0.5535714285714286,448,timesformer,driveact
100,1,0.6830357142857143,448,timesformer,driveact
100,2,0.6852678571428571,448,timesformer,driveact
100,4,0.6852678571428571,448,timesformer,driveact
100,8,0.65625,448,timesformer,driveact
100,16,0.5714285714285714,448,timesformer,driveact
