coverage,stride,top1,n,model,dataset
10,1,0.4463276836158192,885,r2plus1d_18,hmdb51
10,2,0.4248587570621469,885,r2plus1d_18,hmdb51
10,4,0.3864406779661017,885,r2plus1d_18,hmdb51
10,8,0.3367231638418079,885,r2plus1d_18,hmdb51
10,16,0.303954802259887,885,r2plus1d_18,hmdb51
25,1,0.5491525423728814,885,r2plus1d_18,hmdb51
25,2,0.5514124293785311,885,r2plus1d_18,hmdb51
25,4,0.5163841807909605,885,r2plus1d_18,hmdb51
25,8,0.4497175141242938,885,r2plus1d_18,hmdb51
25,16,0.39887005649717516,885,r2plus1d_18,hmdb51
50,1,0.6700564971751413,885,r2plus1d_18,hmdb51
50,2,0.6677966101694915,885,r2plus1d_18,hmdb51
50,4,0.6225988700564972,885,r2plus1d_18,hmdb51
50,8,0.5491525423728814,885,r2plus1d_18,hmdb51
50,16,0.4655367231638418,885,r2plus1d_18,hmdb51
75,1,0.7310734463276836,885,r2plus1d_18,hmdb51
75,2,0.7242937853107345,885,r2plus1d_18,hmdb51
75,4,0.6994350282485876,885,r2plus1d_18,hmdb51
75,8,0.6203389830508474,885,r2plus1d_18,hmdb51
75,16,0.5186440677966102,885,r2plus1d_18,hmdb51
100,1,0.7310734463276836,885,r2plus1d_18,hmdb51
100,2,0.7548022598870057,885,r2plus1d_18,hmdb51
100,4,0.7220338983050848,885,r2plus1d_18,hmdb51
100,8,0.6576271186440678,885,r2plus1d_18,hmdb51
100,16,0.5548022598870056,885,r2plus1d_18,hmdb51
