coverage,stride,top1,n
10,1,0.0122227252150294,4418
10,2,0.0099592575826165,4418
10,4,0.0072430964237211,4418
10,8,0.0074694431869624,4418
10,16,0.0074694431869624,4418
25,1,0.0828429153463105,4418
25,2,0.0749207786328655,4418
25,4,0.0450430058850158,4418
25,8,0.0221819827976459,4418
25,16,0.0138071525577184,4418
50,1,0.503168854685378,4418
50,2,0.5018107741059303,4418
50,4,0.4325486645540968,4418
50,8,0.2589406971480308,4418
50,16,0.1140787686736079,4418
75,1,0.7209144409234948,4418
75,2,0.7238569488456315,4418
75,4,0.7150294250792214,4418
75,8,0.5221819827976459,4418
75,16,0.2501131733816206,4418
100,1,0.7512449071978271,4418
100,2,0.7483023992756903,4418
100,4,0.731326392032594,4418
100,8,0.5672249886826618,4418
100,16,0.2605251244907198,4418
