coverage,stride,top1,n,model,dataset
10,1,0.06998654104979811,743,mc3_18,diving48
10,2,0.063257065948856,743,mc3_18,diving48
10,4,0.07267833109017496,743,mc3_18,diving48
10,8,0.06594885598923284,743,mc3_18,diving48
10,16,0.06460296096904442,743,mc3_18,diving48
25,1,0.10901749663526245,743,mc3_18,diving48
25,2,0.10767160161507403,743,mc3_18,diving48
25,4,0.11440107671601615,743,mc3_18,diving48
25,8,0.09959623149394348,743,mc3_18,diving48
25,16,0.0847913862718708,743,mc3_18,diving48
50,1,0.23418573351278602,743,mc3_18,diving48
50,2,0.2180349932705249,743,mc3_18,diving48
50,4,0.21534320323014805,743,mc3_18,diving48
50,8,0.1655450874831763,743,mc3_18,diving48
50,16,0.09152086137281291,743,mc3_18,diving48
75,1,0.3162853297442799,743,mc3_18,diving48
75,2,0.32166890982503366,743,mc3_18,diving48
75,4,0.3082099596231494,743,mc3_18,diving48
75,8,0.2489905787348587,743,mc3_18,diving48
75,16,0.15881561238223418,743,mc3_18,diving48
100,1,0.3162853297442799,743,mc3_18,diving48
100,2,0.3351278600269179,743,mc3_18,diving48
100,4,0.3149394347240915,743,mc3_18,diving48
100,8,0.3028263795423957,743,mc3_18,diving48
100,16,0.19246298788694483,743,mc3_18,diving48
