config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.6731552738795835,4418,15.997962879130828,r3d_18,autsl,antialias,16
k16_point,0.7498868266183794,4418,15.997962879130828,r3d_18,autsl,antialias,16
k1_box,0.006790402897238569,4418,1.0,r3d_18,autsl,antialias,16
k1_point,0.0061113626075147125,4418,1.0,r3d_18,autsl,antialias,16
k2_box,0.017202354006337708,4418,2.0,r3d_18,autsl,antialias,16
k2_point,0.007922136713444997,4418,2.0,r3d_18,autsl,antialias,16
k4_box,0.11521050248981439,4418,4.0,r3d_18,autsl,antialias,16
k4_point,0.2666364870982345,4418,4.0,r3d_18,autsl,antialias,16
k8_box,0.4293798098687189,4418,7.999773653236759,r3d_18,autsl,antialias,16
k8_point,0.6238116794929832,4418,7.999773653236759,r3d_18,autsl,antialias,16
