video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
signer1_sample944_color,0,57,1,16,1,point,k1_point,False,0.6979739665985107,r3d_18,autsl
signer1_sample276_color,0,65,1,16,1,point,k1_point,False,0.28032660484313965,r3d_18,autsl
signer35_sample610_color,0,71,1,16,1,point,k1_point,True,0.27401459217071533,r3d_18,autsl
signer35_sample390_color,0,75,1,16,1,point,k1_point,True,0.2601953446865082,r3d_18,autsl
signer18_sample539_color,0,64,1,16,1,point,k1_point,False,0.07255104184150696,r3d_18,autsl
signer1_sample778_color,0,63,1,16,1,point,k1_point,False,0.27061107754707336,r3d_18,autsl
signer11_sample469_color,0,45,1,16,1,point,k1_point,False,0.30718061327934265,r3d_18,autsl
signer1_sample319_color,0,68,1,16,1,point,k1_point,False,0.2175639122724533,r3d_18,autsl
signer11_sample120_color,0,48,1,16,1,point,k1_point,False,0.43961042165756226,r3d_18,autsl
signer25_sample64_color,0,46,1,16,1,point,k1_point,False,0.08378821611404419,r3d_18,autsl
signer16_sample254_color,0,61,1,16,1,point,k1_point,True,0.3907446563243866,r3d_18,autsl
signer35_sample286_color,0,61,1,16,1,point,k1_point,True,0.6222251057624817,r3d_18,autsl
signer25_sample285_color,0,53,1,16,1,point,k1_point,False,0.08826448023319244,r3d_18,autsl
signer18_sample482_color,0,67,1,16,1,point,k1_point,False,0.11196848005056381,r3d_18,autsl
signer16_sample365_color,0,58,1,16,1,point,k1_point,False,0.2614290714263916,r3d_18,autsl
signer11_sample66_color,0,49,1,16,1,point,k1_point,False,0.15809181332588196,r3d_18,autsl
signer1_sample1090_color,0,58,1,16,1,point,k1_point,False,0.6281487941741943,r3d_18,autsl
signer18_sample5_color,0,72,1,16,1,point,k1_point,False,0.157766655087471,r3d_18,autsl
signer1_sample1094_color,0,61,1,16,1,point,k1_point,False,0.4640638828277588,r3d_18,autsl
signer25_sample431_color,0,56,1,16,1,point,k1_point,False,0.05636866018176079,r3d_18,autsl
signer25_sample372_color,1,58,1,16,1,point,k1_point,False,0.08937688916921616,r3d_18,autsl
