coverage,stride,top1,n,model,dataset
10,1,0.02824858757062147,177,videomamba,ssv2
10,2,0.01694915254237288,177,videomamba,ssv2
10,4,0.011299435028248588,177,videomamba,ssv2
10,8,0.01694915254237288,177,videomamba,ssv2
10,16,0.01694915254237288,177,videomamba,ssv2
25,1,0.06779661016949153,177,videomamba,ssv2
25,2,0.06779661016949153,177,videomamba,ssv2
25,4,0.05084745762711865,177,videomamba,ssv2
25,8,0.03954802259887006,177,videomamba,ssv2
25,16,0.02824858757062147,177,videomamba,ssv2
50,1,0.2768361581920904,177,videomamba,ssv2
50,2,0.24858757062146894,177,videomamba,ssv2
50,4,0.1977401129943503,177,videomamba,ssv2
50,8,0.1694915254237288,177,videomamba,ssv2
50,16,0.05649717514124294,177,videomamba,ssv2
75,1,0.3728813559322034,177,videomamba,ssv2
75,2,0.3559322033898305,177,videomamba,ssv2
75,4,0.3333333333333333,177,videomamba,ssv2
75,8,0.2937853107344633,177,videomamba,ssv2
75,16,0.14124293785310735,177,videomamba,ssv2
100,1,0.3728813559322034,177,videomamba,ssv2
100,2,0.3785310734463277,177,videomamba,ssv2
100,4,0.3559322033898305,177,videomamba,ssv2
100,8,0.3050847457627119,177,videomamba,ssv2
100,16,0.21468926553672316,177,videomamba,ssv2
