coverage,stride,top1,n
10,1,0.6846534653465347,2020
10,2,0.6767326732673268,2020
10,4,0.6316831683168317,2020
10,8,0.5544554455445545,2020
10,16,0.4782178217821782,2020
25,1,0.7836633663366337,2020
25,2,0.7821782178217822,2020
25,4,0.7569306930693069,2020
25,8,0.7044554455445544,2020
25,16,0.6034653465346534,2020
50,1,0.8475247524752475,2020
50,2,0.843069306930693,2020
50,4,0.8410891089108911,2020
50,8,0.8,2020
50,16,0.7168316831683168,2020
75,1,0.8618811881188119,2020
75,2,0.8678217821782178,2020
75,4,0.8623762376237624,2020
75,8,0.8445544554455445,2020
75,16,0.7871287128712872,2020
100,1,0.8623762376237624,2020
100,2,0.8648514851485148,2020
100,4,0.8638613861386139,2020
100,8,0.8554455445544554,2020
100,16,0.8044554455445545,2020
