coverage,stride,top1,n
10,1,0.4129464285714285,448
10,2,0.4107142857142857,448
10,4,0.3995535714285714,448
10,8,0.3883928571428571,448
10,16,0.3883928571428571,448
25,1,0.4732142857142857,448
25,2,0.4821428571428571,448
25,4,0.4419642857142857,448
25,8,0.4285714285714285,448
25,16,0.3883928571428571,448
50,1,0.5669642857142857,448
50,2,0.5491071428571429,448
50,4,0.546875,448
50,8,0.4709821428571428,448
50,16,0.4464285714285714,448
75,1,0.609375,448
75,2,0.6071428571428571,448
75,4,0.6071428571428571,448
75,8,0.5669642857142857,448
75,16,0.5089285714285714,448
100,1,0.6138392857142857,448
100,2,0.6026785714285714,448
100,4,0.6071428571428571,448
100,8,0.6071428571428571,448
100,16,0.5245535714285714,448
