config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.625,8000,15.999875,vivit,kinetics400,antialias,32
k16_point,0.757625,8000,15.999875,vivit,kinetics400,antialias,32
k1_box,0.199375,8000,1.0,vivit,kinetics400,antialias,32
k1_point,0.48925,8000,1.0,vivit,kinetics400,antialias,32
k2_box,0.272,8000,2.0,vivit,kinetics400,antialias,32
k2_point,0.606375,8000,2.0,vivit,kinetics400,antialias,32
k4_box,0.4105,8000,4.0,vivit,kinetics400,antialias,32
k4_point,0.69425,8000,4.0,vivit,kinetics400,antialias,32
k8_box,0.53,8000,8.0,vivit,kinetics400,antialias,32
k8_point,0.74,8000,8.0,vivit,kinetics400,antialias,32
