coverage,stride,top1,n,model,dataset
10,1,0.003847894975101856,4418,r3d_18,autsl
10,2,0.0047532820280669985,4418,r3d_18,autsl
10,4,0.004526935264825713,4418,r3d_18,autsl
10,8,0.0047532820280669985,4418,r3d_18,autsl
10,16,0.0047532820280669985,4418,r3d_18,autsl
25,1,0.00520597555454957,4418,r3d_18,autsl
25,2,0.0061113626075147125,4418,r3d_18,autsl
25,4,0.005658669081032141,4418,r3d_18,autsl
25,8,0.004526935264825713,4418,r3d_18,autsl
25,16,0.004074241738343142,4418,r3d_18,autsl
50,1,0.006337709370755998,4418,r3d_18,autsl
50,2,0.006790402897238569,4418,r3d_18,autsl
50,4,0.008374830239927569,4418,r3d_18,autsl
50,8,0.006564056133997284,4418,r3d_18,autsl
50,16,0.004526935264825713,4418,r3d_18,autsl
75,1,0.008148483476686284,4418,r3d_18,autsl
75,2,0.008148483476686284,4418,r3d_18,autsl
75,4,0.0074694431869624265,4418,r3d_18,autsl
75,8,0.006337709370755998,4418,r3d_18,autsl
75,16,0.005658669081032141,4418,r3d_18,autsl
100,1,0.007695789950203712,4418,r3d_18,autsl
100,2,0.009732910819375284,4418,r3d_18,autsl
100,4,0.009732910819375284,4418,r3d_18,autsl
100,8,0.009280217292892712,4418,r3d_18,autsl
100,16,0.0061113626075147125,4418,r3d_18,autsl
