coverage,stride,top1,n,model,dataset
10,1,0.35044642857142855,448,r2plus1d_18,driveact
10,2,0.3325892857142857,448,r2plus1d_18,driveact
10,4,0.31919642857142855,448,r2plus1d_18,driveact
10,8,0.31919642857142855,448,r2plus1d_18,driveact
10,16,0.31919642857142855,448,r2plus1d_18,driveact
25,1,0.43973214285714285,448,r2plus1d_18,driveact
25,2,0.39955357142857145,448,r2plus1d_18,driveact
25,4,0.3638392857142857,448,r2plus1d_18,driveact
25,8,0.35267857142857145,448,r2plus1d_18,driveact
25,16,0.31919642857142855,448,r2plus1d_18,driveact
50,1,0.5357142857142857,448,r2plus1d_18,driveact
50,2,0.5,448,r2plus1d_18,driveact
50,4,0.4107142857142857,448,r2plus1d_18,driveact
50,8,0.36607142857142855,448,r2plus1d_18,driveact
50,16,0.35267857142857145,448,r2plus1d_18,driveact
75,1,0.6049107142857143,448,r2plus1d_18,driveact
75,2,0.6026785714285714,448,r2plus1d_18,driveact
75,4,0.49107142857142855,448,r2plus1d_18,driveact
75,8,0.40401785714285715,448,r2plus1d_18,driveact
75,16,0.37276785714285715,448,r2plus1d_18,driveact
100,1,0.625,448,r2plus1d_18,driveact
100,2,0.6339285714285714,448,r2plus1d_18,driveact
100,4,0.5558035714285714,448,r2plus1d_18,driveact
100,8,0.41964285714285715,448,r2plus1d_18,driveact
100,16,0.37723214285714285,448,r2plus1d_18,driveact
