video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
P26_107_7,0,154,15,16,10,span10,False,0.91096031665802,r2plus1d_18,epic_kitchens
P03_101_188,0,942,16,16,10,span10,False,0.7399874329566956,r2plus1d_18,epic_kitchens
P04_113_291,0,27,3,16,10,span10,True,0.12624405324459076,r2plus1d_18,epic_kitchens
P01_105_229,0,31,3,16,10,span10,True,0.47466498613357544,r2plus1d_18,epic_kitchens
P22_103_180,0,64,6,16,10,span10,False,0.5768370628356934,r2plus1d_18,epic_kitchens
P26_108_5,0,231,16,16,10,span10,True,0.5576678514480591,r2plus1d_18,epic_kitchens
P35_108_238,0,51,5,16,10,span10,True,0.848762571811676,r2plus1d_18,epic_kitchens
P03_101_33,0,55,6,16,10,span10,False,0.8136466145515442,r2plus1d_18,epic_kitchens
P35_104_290,0,51,5,16,10,span10,True,0.42552581429481506,r2plus1d_18,epic_kitchens
P30_111_263,0,30,3,16,10,span10,True,0.9745575189590454,r2plus1d_18,epic_kitchens
P12_105_39,0,133,13,16,10,span10,True,0.935055136680603,r2plus1d_18,epic_kitchens
P30_107_239,0,39,4,16,10,span10,True,0.6467810869216919,r2plus1d_18,epic_kitchens
P35_107_238,0,63,6,16,10,span10,False,0.4739796817302704,r2plus1d_18,epic_kitchens
P27_101_37,0,58,6,16,10,span10,True,0.9029887318611145,r2plus1d_18,epic_kitchens
P22_109_45,0,45,4,16,10,span10,False,0.6875240802764893,r2plus1d_18,epic_kitchens
P30_113_111,0,56,6,16,10,span10,True,0.9131642580032349,r2plus1d_18,epic_kitchens
P35_104_576,0,62,6,16,10,span10,False,0.5921964049339294,r2plus1d_18,epic_kitchens
P37_101_328,0,55,6,16,10,span10,True,0.6866674423217773,r2plus1d_18,epic_kitchens
P12_104_0,0,87,9,16,10,span10,True,0.29731374979019165,r2plus1d_18,epic_kitchens
P01_109_124,0,33,3,16,10,span10,True,0.5502075552940369,r2plus1d_18,epic_kitchens
P03_107_18,1,110,11,16,10,span10,True,0.4020046889781952,r2plus1d_18,epic_kitchens
P02_121_55,1,71,7,16,10,span10,True,0.22596073150634766,r2plus1d_18,epic_kitchens
P04_107_120,1,76,8,16,10,span10,False,0.3065817356109619,r2plus1d_18,epic_kitchens
P04_121_105,1,104,10,16,10,span10,True,0.7006077766418457,r2plus1d_18,epic_kitchens
P22_109_693,1,109,11,16,10,span10,False,0.45935264229774475,r2plus1d_18,epic_kitchens
P28_104_96,1,71,7,16,10,span10,False,0.44891178607940674,r2plus1d_18,epic_kitchens
P26_117_49,1,56,6,16,10,span10,True,0.78376305103302,r2plus1d_18,epic_kitchens
P25_107_493,1,54,5,16,10,span10,False,0.24515752494335175,r2plus1d_18,epic_kitchens
P01_105_699,1,30,3,16,10,span10,False,0.4725399613380432,r2plus1d_18,epic_kitchens
P04_119_175,1,47,5,16,10,span10,False,0.7476530075073242,r2plus1d_18,epic_kitchens
P09_104_41,1,153,15,16,10,span10,False,0.7962759733200073,r2plus1d_18,epic_kitchens
P03_101_15,1,252,16,16,10,span10,False,0.34769392013549805,r2plus1d_18,epic_kitchens
P35_109_281,1,150,15,16,10,span10,False,0.816888689994812,r2plus1d_18,epic_kitchens
P22_106_17,1,70,7,16,10,span10,True,0.5669103860855103,r2plus1d_18,epic_kitchens
P25_107_191,1,93,9,16,10,span10,False,0.4047260582447052,r2plus1d_18,epic_kitchens
P25_106_83,1,43,4,16,10,span10,False,0.5701617002487183,r2plus1d_18,epic_kitchens
P04_109_336,1,77,8,16,10,span10,False,0.738918125629425,r2plus1d_18,epic_kitchens
P22_117_314,1,29,3,16,10,span10,False,0.9039600491523743,r2plus1d_18,epic_kitchens
P11_103_19,1,37,4,16,10,span10,False,0.6347852945327759,r2plus1d_18,epic_kitchens
P03_120_171,1,54,5,16,10,span10,False,0.201181098818779,r2plus1d_18,epic_kitchens
P12_101_476,2,63,6,16,10,span10,False,0.7177870869636536,r2plus1d_18,epic_kitchens
P01_102_66,2,287,16,16,10,span10,False,0.8092053532600403,r2plus1d_18,epic_kitchens
P03_109_221,2,29,3,16,10,span10,False,0.36813294887542725,r2plus1d_18,epic_kitchens
P03_121_13,2,163,16,16,10,span10,False,0.9090484380722046,r2plus1d_18,epic_kitchens
P22_116_128,2,364,16,16,10,span10,True,0.5789045691490173,r2plus1d_18,epic_kitchens
P25_107_183,2,201,16,16,10,span10,False,0.801967203617096,r2plus1d_18,epic_kitchens
P22_116_184,2,112,11,16,10,span10,False,0.8288734555244446,r2plus1d_18,epic_kitchens
P25_106_32,2,70,7,16,10,span10,True,0.600725531578064,r2plus1d_18,epic_kitchens
P07_107_12,2,136,14,16,10,span10,False,0.4043472111225128,r2plus1d_18,epic_kitchens
P25_104_41,2,240,16,16,10,span10,True,0.6603891253471375,r2plus1d_18,epic_kitchens
P01_105_682,2,55,6,16,10,span10,False,0.9425153136253357,r2plus1d_18,epic_kitchens
P35_108_483,2,472,16,16,10,span10,True,0.8836495280265808,r2plus1d_18,epic_kitchens
P25_106_164,2,320,16,16,10,span10,True,0.3665940761566162,r2plus1d_18,epic_kitchens
P03_119_184,2,50,5,16,10,span10,True,0.5534538626670837,r2plus1d_18,epic_kitchens
P01_105_440,2,215,16,16,10,span10,True,0.8385933637619019,r2plus1d_18,epic_kitchens
P27_103_649,2,236,16,16,10,span10,False,0.10858862847089767,r2plus1d_18,epic_kitchens
P01_109_579,2,213,16,16,10,span10,True,0.9370590448379517,r2plus1d_18,epic_kitchens
P37_101_294,2,194,16,16,10,span10,False,0.6446875929832458,r2plus1d_18,epic_kitchens
P35_108_245,2,225,16,16,10,span10,False,0.9695455431938171,r2plus1d_18,epic_kitchens
P30_101_53,2,52,5,16,10,span10,False,0.46139663457870483,r2plus1d_18,epic_kitchens
P28_109_13,3,71,7,16,10,span10,False,0.3234046399593353,r2plus1d_18,epic_kitchens
P06_101_26,3,77,8,16,10,span10,True,0.3060365617275238,r2plus1d_18,epic_kitchens
P22_106_20,3,46,5,16,10,span10,False,0.8808975219726562,r2plus1d_18,epic_kitchens
P28_101_17,3,65,6,16,10,span10,False,0.11706460267305374,r2plus1d_18,epic_kitchens
P22_111_93,3,44,4,16,10,span10,False,0.4221664071083069,r2plus1d_18,epic_kitchens
P06_113_31,3,52,5,16,10,span10,False,0.2835603356361389,r2plus1d_18,epic_kitchens
P26_104_116,3,51,5,16,10,span10,False,0.4443075954914093,r2plus1d_18,epic_kitchens
P22_117_400,3,136,14,16,10,span10,False,0.33129799365997314,r2plus1d_18,epic_kitchens
P01_105_179,3,34,3,16,10,span10,False,0.4474268853664398,r2plus1d_18,epic_kitchens
P30_109_163,3,105,10,16,10,span10,False,0.33621808886528015,r2plus1d_18,epic_kitchens
P06_104_30,3,47,5,16,10,span10,False,0.19941940903663635,r2plus1d_18,epic_kitchens
P02_129_456,3,59,6,16,10,span10,False,0.17306338250637054,r2plus1d_18,epic_kitchens
P30_107_110,3,25,2,16,10,span10,False,0.6462530493736267,r2plus1d_18,epic_kitchens
P11_101_17,3,222,16,16,10,span10,False,0.5557922124862671,r2plus1d_18,epic_kitchens
P02_120_27,3,72,7,16,10,span10,False,0.3631790578365326,r2plus1d_18,epic_kitchens
P22_103_12,3,30,3,16,10,span10,False,0.24227946996688843,r2plus1d_18,epic_kitchens
P02_103_18,3,189,16,16,10,span10,False,0.9012700319290161,r2plus1d_18,epic_kitchens
P35_101_51,3,51,5,16,10,span10,False,0.2189999371767044,r2plus1d_18,epic_kitchens
P04_108_80,3,97,10,16,10,span10,True,0.22883854806423187,r2plus1d_18,epic_kitchens
P04_119_138,3,41,4,16,10,span10,False,0.5347267389297485,r2plus1d_18,epic_kitchens
P22_110_20,4,34,3,16,10,span10,False,0.1503981649875641,r2plus1d_18,epic_kitchens
P30_104_71,4,47,5,16,10,span10,False,0.3132743835449219,r2plus1d_18,epic_kitchens
P04_102_29,4,37,4,16,10,span10,False,0.18019603192806244,r2plus1d_18,epic_kitchens
P01_109_208,4,39,4,16,10,span10,False,0.4179404079914093,r2plus1d_18,epic_kitchens
P25_106_141,4,30,3,16,10,span10,False,0.14228488504886627,r2plus1d_18,epic_kitchens
P03_119_46,4,27,3,16,10,span10,False,0.1963534951210022,r2plus1d_18,epic_kitchens
P06_101_400,4,163,16,16,10,span10,False,0.5957351326942444,r2plus1d_18,epic_kitchens
P35_104_367,4,206,16,16,10,span10,False,0.6382684707641602,r2plus1d_18,epic_kitchens
P28_104_158,4,109,11,16,10,span10,False,0.10274158418178558,r2plus1d_18,epic_kitchens
P26_107_18,4,337,16,16,10,span10,False,0.4069901704788208,r2plus1d_18,epic_kitchens
P30_113_42,4,108,11,16,10,span10,False,0.7291893362998962,r2plus1d_18,epic_kitchens
P09_104_57,4,51,5,16,10,span10,False,0.3772140443325043,r2plus1d_18,epic_kitchens
P02_105_27,4,107,11,16,10,span10,False,0.2065967321395874,r2plus1d_18,epic_kitchens
P02_123_205,4,34,3,16,10,span10,False,0.1261468380689621,r2plus1d_18,epic_kitchens
P02_130_183,4,25,2,16,10,span10,False,0.3703838288784027,r2plus1d_18,epic_kitchens
P27_103_205,4,53,5,16,10,span10,False,0.28163543343544006,r2plus1d_18,epic_kitchens
P04_119_68,4,45,4,16,10,span10,False,0.8435726761817932,r2plus1d_18,epic_kitchens
P04_104_273,4,169,16,16,10,span10,False,0.8146321177482605,r2plus1d_18,epic_kitchens
P02_126_59,4,122,12,16,10,span10,False,0.4335997402667999,r2plus1d_18,epic_kitchens
P27_105_242,4,41,4,16,10,span10,False,0.7836757898330688,r2plus1d_18,epic_kitchens
P09_104_55,5,80,8,16,10,span10,False,0.4654431939125061,r2plus1d_18,epic_kitchens
P28_108_38,5,472,16,16,10,span10,False,0.3204926550388336,r2plus1d_18,epic_kitchens
P02_101_58,5,28,3,16,10,span10,False,0.23605704307556152,r2plus1d_18,epic_kitchens
P07_110_27,5,624,16,16,10,span10,False,0.9951217770576477,r2plus1d_18,epic_kitchens
P06_101_396,5,204,16,16,10,span10,False,0.9363002777099609,r2plus1d_18,epic_kitchens
P04_109_438,5,223,16,16,10,span10,False,0.3085862398147583,r2plus1d_18,epic_kitchens
P28_104_170,5,138,14,16,10,span10,False,0.9433509707450867,r2plus1d_18,epic_kitchens
P02_133_23,5,56,6,16,10,span10,True,0.3411398231983185,r2plus1d_18,epic_kitchens
P27_104_151,5,96,10,16,10,span10,False,0.15959279239177704,r2plus1d_18,epic_kitchens
P28_105_42,5,853,16,16,10,span10,False,0.6031302809715271,r2plus1d_18,epic_kitchens
P06_101_254,5,65,6,16,10,span10,False,0.7070282101631165,r2plus1d_18,epic_kitchens
P02_113_165,5,174,16,16,10,span10,False,0.33849164843559265,r2plus1d_18,epic_kitchens
P30_111_245,5,63,6,16,10,span10,False,0.32288694381713867,r2plus1d_18,epic_kitchens
P03_106_20,5,27,3,16,10,span10,False,0.7043875455856323,r2plus1d_18,epic_kitchens
P30_101_74,5,112,11,16,10,span10,False,0.9277599453926086,r2plus1d_18,epic_kitchens
P28_111_192,5,41,4,16,10,span10,True,0.7872941493988037,r2plus1d_18,epic_kitchens
P04_113_74,5,116,12,16,10,span10,False,0.38776156306266785,r2plus1d_18,epic_kitchens
P09_105_31,5,75,8,16,10,span10,False,0.6898794174194336,r2plus1d_18,epic_kitchens
P11_104_24,5,221,16,16,10,span10,False,0.8388832211494446,r2plus1d_18,epic_kitchens
P04_112_236,5,195,16,16,10,span10,True,0.3401294946670532,r2plus1d_18,epic_kitchens
P11_104_131,6,31,3,16,10,span10,False,0.42171066999435425,r2plus1d_18,epic_kitchens
P02_113_127,6,58,6,16,10,span10,False,0.16451570391654968,r2plus1d_18,epic_kitchens
P07_113_142,6,101,10,16,10,span10,True,0.9487014412879944,r2plus1d_18,epic_kitchens
P30_101_124,6,38,4,16,10,span10,False,0.7783456444740295,r2plus1d_18,epic_kitchens
P02_108_315,6,100,10,16,10,span10,True,0.9910978078842163,r2plus1d_18,epic_kitchens
P22_112_51,6,30,3,16,10,span10,False,0.679692804813385,r2plus1d_18,epic_kitchens
P35_104_2,6,151,15,16,10,span10,True,0.9596158862113953,r2plus1d_18,epic_kitchens
P22_108_1,6,64,6,16,10,span10,True,0.6339426636695862,r2plus1d_18,epic_kitchens
P26_107_7,0,154,16,16,25,span25,False,0.3631402254104614,r2plus1d_18,epic_kitchens
P03_101_188,0,942,16,16,25,span25,True,0.9731196761131287,r2plus1d_18,epic_kitchens
P04_113_291,0,27,7,16,25,span25,True,0.16970647871494293,r2plus1d_18,epic_kitchens
P01_105_229,0,31,8,16,25,span25,True,0.727975070476532,r2plus1d_18,epic_kitchens
P22_103_180,0,64,16,16,25,span25,True,0.6097413301467896,r2plus1d_18,epic_kitchens
P26_108_5,0,231,16,16,25,span25,True,0.9191834926605225,r2plus1d_18,epic_kitchens
P35_108_238,0,51,13,16,25,span25,True,0.8768773674964905,r2plus1d_18,epic_kitchens
P03_101_33,0,55,14,16,25,span25,True,0.6822787523269653,r2plus1d_18,epic_kitchens
P35_104_290,0,51,13,16,25,span25,True,0.9852676391601562,r2plus1d_18,epic_kitchens
P30_111_263,0,30,8,16,25,span25,True,0.991001546382904,r2plus1d_18,epic_kitchens
P12_105_39,0,133,16,16,25,span25,True,0.9365760087966919,r2plus1d_18,epic_kitchens
P30_107_239,0,39,10,16,25,span25,True,0.8372108340263367,r2plus1d_18,epic_kitchens
P35_107_238,0,63,16,16,25,span25,False,0.6474700570106506,r2plus1d_18,epic_kitchens
P27_101_37,0,58,14,16,25,span25,True,0.904545247554779,r2plus1d_18,epic_kitchens
P22_109_45,0,45,11,16,25,span25,True,0.5810402631759644,r2plus1d_18,epic_kitchens
P30_113_111,0,56,14,16,25,span25,True,0.9740434288978577,r2plus1d_18,epic_kitchens
P35_104_576,0,62,16,16,25,span25,False,0.9345528483390808,r2plus1d_18,epic_kitchens
P37_101_328,0,55,14,16,25,span25,True,0.9228849411010742,r2plus1d_18,epic_kitchens
P12_104_0,0,87,16,16,25,span25,True,0.7320894002914429,r2plus1d_18,epic_kitchens
