coverage,stride,top1,n,model,dataset
10,1,0.6022598870056497,885,mc3_18,hmdb51
10,2,0.5706214689265536,885,mc3_18,hmdb51
10,4,0.5446327683615819,885,mc3_18,hmdb51
10,8,0.5378531073446328,885,mc3_18,hmdb51
10,16,0.5333333333333333,885,mc3_18,hmdb51
25,1,0.6757062146892655,885,mc3_18,hmdb51
25,2,0.6542372881355932,885,mc3_18,hmdb51
25,4,0.632768361581921,885,mc3_18,hmdb51
25,8,0.6,885,mc3_18,hmdb51
25,16,0.5672316384180791,885,mc3_18,hmdb51
50,1,0.7299435028248588,885,mc3_18,hmdb51
50,2,0.727683615819209,885,mc3_18,hmdb51
50,4,0.7107344632768362,885,mc3_18,hmdb51
50,8,0.6779661016949152,885,mc3_18,hmdb51
50,16,0.63954802259887,885,mc3_18,hmdb51
75,1,0.7706214689265537,885,mc3_18,hmdb51
75,2,0.7672316384180791,885,mc3_18,hmdb51
75,4,0.752542372881356,885,mc3_18,hmdb51
75,8,0.7152542372881356,885,mc3_18,hmdb51
75,16,0.6610169491525424,885,mc3_18,hmdb51
100,1,0.7864406779661017,885,mc3_18,hmdb51
100,2,0.7819209039548023,885,mc3_18,hmdb51
100,4,0.7774011299435029,885,mc3_18,hmdb51
100,8,0.7367231638418079,885,mc3_18,hmdb51
100,16,0.6892655367231638,885,mc3_18,hmdb51
