coverage,stride,top1,n
10,1,0.4169491525423728,885
10,2,0.4192090395480226,885
10,4,0.4192090395480226,885
10,8,0.3774011299435028,885
10,16,0.3728813559322034,885
25,1,0.4745762711864407,885
25,2,0.4655367231638418,885
25,4,0.4610169491525424,885
25,8,0.4485875706214689,885
25,16,0.415819209039548,885
50,1,0.5186440677966102,885
50,2,0.5096045197740113,885
50,4,0.5107344632768361,885
50,8,0.5062146892655367,885
50,16,0.4937853107344633,885
75,1,0.5412429378531074,885
75,2,0.536723163841808,885
75,4,0.5288135593220339,885
75,8,0.5209039548022599,885
75,16,0.5016949152542373,885
100,1,0.536723163841808,885
100,2,0.5333333333333333,885
100,4,0.5254237288135594,885
100,8,0.5163841807909605,885
100,16,0.5016949152542373,885
