coverage,stride,top1,n
10,1,0.0745098039215686,1020
10,2,0.0656862745098039,1020
10,4,0.0549019607843137,1020
10,8,0.05,1020
10,16,0.0450980392156862,1020
25,1,0.146078431372549,1020
25,2,0.1352941176470588,1020
25,4,0.0970588235294117,1020
25,8,0.0823529411764705,1020
25,16,0.0598039215686274,1020
50,1,0.2127450980392156,1020
50,2,0.2019607843137255,1020
50,4,0.1686274509803921,1020
50,8,0.1411764705882353,1020
50,16,0.0970588235294117,1020
75,1,0.2568627450980392,1020
75,2,0.2450980392156862,1020
75,4,0.2166666666666666,1020
75,8,0.1686274509803921,1020
75,16,0.134313725490196,1020
100,1,0.2833333333333333,1020
100,2,0.2656862745098039,1020
100,4,0.2411764705882353,1020
100,8,0.1843137254901961,1020
100,16,0.1509803921568627,1020
