coverage,stride,top1,n
10,1,0.8341584158415841,2020
10,2,0.7955445544554456,2020
10,4,0.7346534653465346,2020
10,8,0.6732673267326733,2020
10,16,0.6297029702970297,2020
25,1,0.8965346534653466,2020
25,2,0.8891089108910891,2020
25,4,0.8628712871287129,2020
25,8,0.7985148514851486,2020
25,16,0.7143564356435643,2020
50,1,0.9292079207920791,2020
50,2,0.9222772277227724,2020
50,4,0.9173267326732674,2020
50,8,0.8856435643564357,2020
50,16,0.8202970297029702,2020
75,1,0.9504950495049505,2020
75,2,0.951980198019802,2020
75,4,0.945049504950495,2020
75,8,0.9267326732673268,2020
75,16,0.8787128712871287,2020
100,1,0.950990099009901,2020
100,2,0.9529702970297028,2020
100,4,0.9495049504950496,2020
100,8,0.9386138613861386,2020
100,16,0.900990099009901,2020
