coverage,stride,top1,n
10,1,0.397029702970297,2020
10,2,0.3856435643564356,2020
10,4,0.3727722772277227,2020
10,8,0.3430693069306931,2020
10,16,0.3103960396039604,2020
25,1,0.4207920792079208,2020
25,2,0.4212871287128713,2020
25,4,0.4222772277227722,2020
25,8,0.404950495049505,2020
25,16,0.3658415841584158,2020
50,1,0.4628712871287129,2020
50,2,0.4678217821782178,2020
50,4,0.4638613861386139,2020
50,8,0.4638613861386139,2020
50,16,0.4455445544554455,2020
75,1,0.495049504950495,2020
75,2,0.498019801980198,2020
75,4,0.4900990099009901,2020
75,8,0.4985148514851485,2020
75,16,0.4856435643564356,2020
100,1,0.5173267326732673,2020
100,2,0.5138613861386139,2020
100,4,0.5158415841584159,2020
100,8,0.5108910891089109,2020
100,16,0.5123762376237624,2020
