video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,1,16,1,point,k1_point,False,0.7023308277130127,mc3_18,diving48
bl0C6d9QgIg_00021,0,51,1,16,1,point,k1_point,False,0.8940223455429077,mc3_18,diving48
mGRum47TLX0_00045,0,211,1,16,1,point,k1_point,False,0.19902633130550385,mc3_18,diving48
L_SB1PRgDTE_00029,0,87,1,16,1,point,k1_point,False,0.433080792427063,mc3_18,diving48
Le6xdQ2OO8w_00154,0,113,1,16,1,point,k1_point,False,0.9239180088043213,mc3_18,diving48
Le6xdQ2OO8w_00127,0,161,1,16,1,point,k1_point,False,0.635886549949646,mc3_18,diving48
Le6xdQ2OO8w_00121,0,110,1,16,1,point,k1_point,False,0.6026911735534668,mc3_18,diving48
Le6xdQ2OO8w_00119,0,130,1,16,1,point,k1_point,False,0.5713055729866028,mc3_18,diving48
bSsVWVfYU4w_00118,0,151,1,16,1,point,k1_point,False,0.33846315741539,mc3_18,diving48
bl0C6d9QgIg_00022,0,96,1,16,1,point,k1_point,False,0.528910219669342,mc3_18,diving48
bl0C6d9QgIg_00017,0,250,1,16,1,point,k1_point,False,0.8817701935768127,mc3_18,diving48
bl0C6d9QgIg_00023,0,90,1,16,1,point,k1_point,False,0.4989186227321625,mc3_18,diving48
bSsVWVfYU4w_00086,0,53,1,16,1,point,k1_point,False,0.5871602296829224,mc3_18,diving48
bSsVWVfYU4w_00169,0,141,1,16,1,point,k1_point,False,0.5536029934883118,mc3_18,diving48
MbzIpx8kAD0_00025,0,96,1,16,1,point,k1_point,False,0.40024349093437195,mc3_18,diving48
ovWCmIMMkRI_00055,0,88,1,16,1,point,k1_point,False,0.6846873760223389,mc3_18,diving48
Le6xdQ2OO8w_00139,0,150,1,16,1,point,k1_point,False,0.7626181840896606,mc3_18,diving48
Le6xdQ2OO8w_00160,0,105,1,16,1,point,k1_point,False,0.5343322157859802,mc3_18,diving48
Le6xdQ2OO8w_00120,0,96,1,16,1,point,k1_point,False,0.5352365970611572,mc3_18,diving48
zmacW6f2Tdk_00048,0,93,1,16,1,point,k1_point,False,0.3308752775192261,mc3_18,diving48
cs8g1es4vfM_00034,1,64,1,16,1,point,k1_point,False,0.5536210536956787,mc3_18,diving48
cs8g1es4vfM_00043,1,93,1,16,1,point,k1_point,False,0.9962314963340759,mc3_18,diving48
CVAfPfVFulQ_00076,1,92,1,16,1,point,k1_point,False,0.7828990817070007,mc3_18,diving48
yHo2oERGo7A_00056,1,122,1,16,1,point,k1_point,False,0.7672240138053894,mc3_18,diving48
ovWCmIMMkRI_00058,1,105,1,16,1,point,k1_point,False,0.913329005241394,mc3_18,diving48
yHo2oERGo7A_00058,1,94,1,16,1,point,k1_point,False,0.45215141773223877,mc3_18,diving48
cs8g1es4vfM_00056,1,102,1,16,1,point,k1_point,False,0.5145702362060547,mc3_18,diving48
SbzcCzXjYSU_00049,1,87,1,16,1,point,k1_point,False,0.4987574815750122,mc3_18,diving48
cs8g1es4vfM_00010,1,77,1,16,1,point,k1_point,False,0.8109313249588013,mc3_18,diving48
ovWCmIMMkRI_00034,1,92,1,16,1,point,k1_point,False,0.7123887538909912,mc3_18,diving48
yHo2oERGo7A_00057,1,102,1,16,1,point,k1_point,False,0.6687396764755249,mc3_18,diving48
SbzcCzXjYSU_00056,1,109,1,16,1,point,k1_point,False,0.4901158809661865,mc3_18,diving48
jMEYIEYkpY0_00103,1,140,1,16,1,point,k1_point,False,0.8386578559875488,mc3_18,diving48
ovWCmIMMkRI_00033,1,72,1,16,1,point,k1_point,False,0.3420417308807373,mc3_18,diving48
ovWCmIMMkRI_00057,1,102,1,16,1,point,k1_point,False,0.3610011339187622,mc3_18,diving48
MbzIpx8kAD0_00065,1,164,1,16,1,point,k1_point,False,0.6043182611465454,mc3_18,diving48
cs8g1es4vfM_00033,1,99,1,16,1,point,k1_point,False,0.5864711999893188,mc3_18,diving48
cs8g1es4vfM_00032,1,155,1,16,1,point,k1_point,False,0.9999500513076782,mc3_18,diving48
ovWCmIMMkRI_00056,1,90,1,16,1,point,k1_point,False,0.8206260800361633,mc3_18,diving48
yHo2oERGo7A_00088,1,114,1,16,1,point,k1_point,False,0.7422332763671875,mc3_18,diving48
zmacW6f2Tdk_00058,2,126,1,16,1,point,k1_point,False,0.99375981092453,mc3_18,diving48
rRw7peH60Yw_00032,2,128,1,16,1,point,k1_point,False,0.7614578604698181,mc3_18,diving48
zmacW6f2Tdk_00057,2,127,1,16,1,point,k1_point,False,0.833777904510498,mc3_18,diving48
Le6xdQ2OO8w_00215,3,70,1,16,1,point,k1_point,False,0.7984004020690918,mc3_18,diving48
Le6xdQ2OO8w_00201,3,133,1,16,1,point,k1_point,False,0.8766077160835266,mc3_18,diving48
zmacW6f2Tdk_00039,3,96,1,16,1,point,k1_point,False,0.5156999230384827,mc3_18,diving48
Jud-06v5Ghw_00001,3,115,1,16,1,point,k1_point,False,0.9450598359107971,mc3_18,diving48
Le6xdQ2OO8w_00249,3,86,1,16,1,point,k1_point,False,0.7130966782569885,mc3_18,diving48
Le6xdQ2OO8w_00256,3,60,1,16,1,point,k1_point,False,0.7006273865699768,mc3_18,diving48
jMEYIEYkpY0_00031,3,117,1,16,1,point,k1_point,False,0.9489838480949402,mc3_18,diving48
Le6xdQ2OO8w_00202,3,105,1,16,1,point,k1_point,False,0.8979867696762085,mc3_18,diving48
CVAfPfVFulQ_00079,3,41,1,16,1,point,k1_point,False,0.824362576007843,mc3_18,diving48
CVAfPfVFulQ_00084,3,71,1,16,1,point,k1_point,False,0.2131444662809372,mc3_18,diving48
yHo2oERGo7A_00006,3,61,1,16,1,point,k1_point,False,0.9889390468597412,mc3_18,diving48
SbzcCzXjYSU_00020,3,62,1,16,1,point,k1_point,False,0.8315691947937012,mc3_18,diving48
jMEYIEYkpY0_00030,3,113,1,16,1,point,k1_point,False,0.9524449110031128,mc3_18,diving48
Le6xdQ2OO8w_00172,3,105,1,16,1,point,k1_point,False,0.7284601330757141,mc3_18,diving48
Le6xdQ2OO8w_00228,3,76,1,16,1,point,k1_point,False,0.77225261926651,mc3_18,diving48
roFeEJPgJD8_00038,3,79,1,16,1,point,k1_point,False,0.9858583807945251,mc3_18,diving48
jMEYIEYkpY0_00029,3,189,1,16,1,point,k1_point,False,0.5507425665855408,mc3_18,diving48
Le6xdQ2OO8w_00226,3,98,1,16,1,point,k1_point,False,0.9594705700874329,mc3_18,diving48
zmacW6f2Tdk_00040,3,131,1,16,1,point,k1_point,False,0.5480707883834839,mc3_18,diving48
Le6xdQ2OO8w_00229,3,109,1,16,1,point,k1_point,False,0.27899619936943054,mc3_18,diving48
CVAfPfVFulQ_00080,4,65,1,16,1,point,k1_point,False,0.6115587949752808,mc3_18,diving48
Le6xdQ2OO8w_00234,4,203,1,16,1,point,k1_point,False,0.9178096652030945,mc3_18,diving48
Le6xdQ2OO8w_00194,4,122,1,16,1,point,k1_point,False,0.7025508880615234,mc3_18,diving48
CVAfPfVFulQ_00063,4,124,1,16,1,point,k1_point,False,0.4864130914211273,mc3_18,diving48
bSsVWVfYU4w_00126,4,152,1,16,1,point,k1_point,False,0.39696329832077026,mc3_18,diving48
MbzIpx8kAD0_00057,4,137,1,16,1,point,k1_point,False,0.3622475862503052,mc3_18,diving48
Le6xdQ2OO8w_00235,4,183,1,16,1,point,k1_point,False,0.855272114276886,mc3_18,diving48
Le6xdQ2OO8w_00248,4,101,1,16,1,point,k1_point,False,0.923331081867218,mc3_18,diving48
Le6xdQ2OO8w_00214,4,75,1,16,1,point,k1_point,False,0.5619570016860962,mc3_18,diving48
Le6xdQ2OO8w_00179,4,65,1,16,1,point,k1_point,False,0.7417498826980591,mc3_18,diving48
L2tKML4URG8_00012,4,53,1,16,1,point,k1_point,False,0.2300475388765335,mc3_18,diving48
MbzIpx8kAD0_00059,4,71,1,16,1,point,k1_point,False,0.43945127725601196,mc3_18,diving48
L2tKML4URG8_00013,4,101,1,16,1,point,k1_point,False,0.5367224216461182,mc3_18,diving48
Le6xdQ2OO8w_00180,4,73,1,16,1,point,k1_point,False,0.48135024309158325,mc3_18,diving48
bSsVWVfYU4w_00127,4,106,1,16,1,point,k1_point,False,0.3771480917930603,mc3_18,diving48
Le6xdQ2OO8w_00193,4,105,1,16,1,point,k1_point,False,0.9964518547058105,mc3_18,diving48
bSsVWVfYU4w_00162,4,187,1,16,1,point,k1_point,False,0.6017926335334778,mc3_18,diving48
bSsVWVfYU4w_00163,4,135,1,16,1,point,k1_point,False,0.9334599375724792,mc3_18,diving48
Le6xdQ2OO8w_00253,4,57,1,16,1,point,k1_point,False,0.316906601190567,mc3_18,diving48
mGRum47TLX0_00047,4,74,1,16,1,point,k1_point,False,0.38239428400993347,mc3_18,diving48
roFeEJPgJD8_00016,5,128,1,16,1,point,k1_point,False,0.5914628505706787,mc3_18,diving48
zBXtMcI41z8_00026,5,59,1,16,1,point,k1_point,False,0.8597157597541809,mc3_18,diving48
sFO6XlfgxNQ_00119,5,87,1,16,1,point,k1_point,False,0.5815151929855347,mc3_18,diving48
sFO6XlfgxNQ_00103,5,79,1,16,1,point,k1_point,True,0.7380305528640747,mc3_18,diving48
zBXtMcI41z8_00073,5,103,1,16,1,point,k1_point,False,0.5039374828338623,mc3_18,diving48
sFO6XlfgxNQ_00061,5,183,1,16,1,point,k1_point,False,0.9690110087394714,mc3_18,diving48
sFO6XlfgxNQ_00109,5,60,1,16,1,point,k1_point,False,0.9926343560218811,mc3_18,diving48
sFO6XlfgxNQ_00117,5,120,1,16,1,point,k1_point,False,0.6605079174041748,mc3_18,diving48
zBXtMcI41z8_00074,5,81,1,16,1,point,k1_point,False,0.3530748188495636,mc3_18,diving48
sFO6XlfgxNQ_00116,5,206,1,16,1,point,k1_point,False,0.4788998067378998,mc3_18,diving48
