coverage,stride,top1,n
10,1,0.1107843137254901,1020
10,2,0.1127450980392156,1020
10,4,0.1088235294117647,1020
10,8,0.0941176470588235,1020
10,16,0.0774509803921568,1020
25,1,0.1931372549019608,1020
25,2,0.1970588235294117,1020
25,4,0.1754901960784313,1020
25,8,0.1568627450980392,1020
25,16,0.1176470588235294,1020
50,1,0.2696078431372549,1020
50,2,0.2656862745098039,1020
50,4,0.230392156862745,1020
50,8,0.2186274509803921,1020
50,16,0.1745098039215686,1020
75,1,0.3215686274509804,1020
75,2,0.3137254901960784,1020
75,4,0.288235294117647,1020
75,8,0.2480392156862745,1020
75,16,0.2117647058823529,1020
100,1,0.3490196078431372,1020
100,2,0.3470588235294117,1020
100,4,0.3264705882352941,1020
100,8,0.2774509803921569,1020
100,16,0.242156862745098,1020
