config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.8118811881188119,2020,16.0,r3d_18,ucf101,covstride,16
cov100_s16,0.7777227722772277,2020,10.8,r3d_18,ucf101,covstride,16
cov100_s2,0.8123762376237624,2020,16.0,r3d_18,ucf101,covstride,16
cov100_s4,0.8158415841584158,2020,15.949009900990099,r3d_18,ucf101,covstride,16
cov100_s8,0.8103960396039604,2020,14.716336633663367,r3d_18,ucf101,covstride,16
cov10_s1,0.6608910891089109,2020,13.476732673267326,r3d_18,ucf101,covstride,16
cov10_s16,0.45594059405940596,2020,1.5603960396039604,r3d_18,ucf101,covstride,16
cov10_s2,0.651980198019802,2020,8.921782178217821,r3d_18,ucf101,covstride,16
cov10_s4,0.6059405940594059,2020,4.896534653465347,r3d_18,ucf101,covstride,16
cov10_s8,0.5361386138613862,2020,2.7163366336633663,r3d_18,ucf101,covstride,16
cov25_s1,0.7371287128712871,2020,15.938118811881187,r3d_18,ucf101,covstride,16
cov25_s16,0.5910891089108911,2020,3.263366336633663,r3d_18,ucf101,covstride,16
cov25_s2,0.7351485148514851,2020,14.634653465346535,r3d_18,ucf101,covstride,16
cov25_s4,0.7287128712871287,2020,10.70990099009901,r3d_18,ucf101,covstride,16
cov25_s8,0.6673267326732674,2020,6.037623762376238,r3d_18,ucf101,covstride,16
cov50_s1,0.7891089108910891,2020,16.0,r3d_18,ucf101,covstride,16
cov50_s16,0.6866336633663367,2020,6.070792079207921,r3d_18,ucf101,covstride,16
cov50_s2,0.7871287128712872,2020,15.941584158415841,r3d_18,ucf101,covstride,16
cov50_s4,0.7782178217821782,2020,14.675742574257425,r3d_18,ucf101,covstride,16
cov50_s8,0.7613861386138614,2020,10.761386138613862,r3d_18,ucf101,covstride,16
cov75_s1,0.807920792079208,2020,16.0,r3d_18,ucf101,covstride,16
cov75_s16,0.7435643564356436,2020,8.648514851485148,r3d_18,ucf101,covstride,16
cov75_s2,0.810891089108911,2020,15.995049504950495,r3d_18,ucf101,covstride,16
cov75_s4,0.8084158415841585,2020,15.725742574257426,r3d_18,ucf101,covstride,16
cov75_s8,0.7930693069306931,2020,13.337623762376237,r3d_18,ucf101,covstride,16
