video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,14,16,10,1,cov10_s1,True,0.9999982118606567,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,15,16,10,1,cov10_s1,True,0.9999768733978271,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,12,16,10,1,cov10_s1,True,0.9998200535774231,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,13,16,10,1,cov10_s1,True,0.999998927116394,r3d_18,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,15,16,10,1,cov10_s1,True,0.9765313267707825,r3d_18,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,15,16,10,1,cov10_s1,True,0.9999974966049194,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,16,16,10,1,cov10_s1,True,0.9999998807907104,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,16,16,10,1,cov10_s1,True,0.9999780654907227,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,16,16,10,1,cov10_s1,True,0.9999908208847046,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,12,16,10,1,cov10_s1,True,0.9999908208847046,r3d_18,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,16,16,10,1,cov10_s1,True,0.9999964237213135,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,16,16,10,1,cov10_s1,True,0.9999269247055054,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,10,16,10,1,cov10_s1,True,0.9999991655349731,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,16,16,10,1,cov10_s1,True,0.9997404217720032,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,16,16,10,1,cov10_s1,True,0.999237060546875,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,16,16,10,1,cov10_s1,True,0.9934132695198059,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,13,16,10,1,cov10_s1,True,0.9999997615814209,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,16,16,10,1,cov10_s1,True,0.9999997615814209,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,16,16,10,1,cov10_s1,True,0.9993852376937866,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,11,16,10,1,cov10_s1,True,0.9982319474220276,r3d_18,ucf101
v_ApplyLipstick_g03_c04,1,142,14,16,10,1,cov10_s1,True,0.7169262766838074,r3d_18,ucf101
v_ApplyLipstick_g05_c05,1,156,16,16,10,1,cov10_s1,False,0.9324501752853394,r3d_18,ucf101
v_ApplyLipstick_g05_c03,1,113,11,16,10,1,cov10_s1,False,0.9953807592391968,r3d_18,ucf101
