coverage,stride,top1,n
10,1,0.7024752475247524,2020
10,2,0.697029702970297,2020
10,4,0.6801980198019802,2020
10,8,0.6381188118811881,2020
10,16,0.602970297029703,2020
25,1,0.7564356435643564,2020
25,2,0.7599009900990099,2020
25,4,0.7524752475247525,2020
25,8,0.7410891089108911,2020
25,16,0.6945544554455445,2020
50,1,0.8004950495049505,2020
50,2,0.807920792079208,2020
50,4,0.7945544554455446,2020
50,8,0.7915841584158416,2020
50,16,0.7658415841584159,2020
75,1,0.8118811881188119,2020
75,2,0.80990099009901,2020
75,4,0.8094059405940595,2020
75,8,0.8158415841584158,2020
75,16,0.7950495049504951,2020
100,1,0.8247524752475247,2020
100,2,0.8232673267326732,2020
100,4,0.8148514851485148,2020
100,8,0.8202970297029702,2020
100,16,0.8222772277227722,2020
