coverage,stride,top1,n,model,dataset
10,1,0.059375,1600,vivit,finegym
10,2,0.054375,1600,vivit,finegym
10,4,0.049375,1600,vivit,finegym
10,8,0.0475,1600,vivit,finegym
10,16,0.0475,1600,vivit,finegym
25,1,0.186875,1600,vivit,finegym
25,2,0.138125,1600,vivit,finegym
25,4,0.0925,1600,vivit,finegym
25,8,0.059375,1600,vivit,finegym
25,16,0.049375,1600,vivit,finegym
50,1,0.46875,1600,vivit,finegym
50,2,0.380625,1600,vivit,finegym
50,4,0.233125,1600,vivit,finegym
50,8,0.115625,1600,vivit,finegym
50,16,0.076875,1600,vivit,finegym
75,1,0.64125,1600,vivit,finegym
75,2,0.56875,1600,vivit,finegym
75,4,0.358125,1600,vivit,finegym
75,8,0.188125,1600,vivit,finegym
75,16,0.113125,1600,vivit,finegym
100,1,0.69125,1600,vivit,finegym
100,2,0.624375,1600,vivit,finegym
100,4,0.418125,1600,vivit,finegym
100,8,0.263125,1600,vivit,finegym
100,16,0.135625,1600,vivit,finegym
