coverage,stride,top1,n
10,1,0.1039215686274509,1020
10,2,0.1049019607843137,1020
10,4,0.1019607843137254,1020
10,8,0.0941176470588235,1020
10,16,0.0823529411764705,1020
25,1,0.1284313725490196,1020
25,2,0.1284313725490196,1020
25,4,0.1333333333333333,1020
25,8,0.1235294117647058,1020
25,16,0.1117647058823529,1020
50,1,0.1441176470588235,1020
50,2,0.1470588235294117,1020
50,4,0.1490196078431372,1020
50,8,0.1401960784313725,1020
50,16,0.1323529411764706,1020
75,1,0.1578431372549019,1020
75,2,0.1588235294117647,1020
75,4,0.1637254901960784,1020
75,8,0.1549019607843137,1020
75,16,0.1480392156862745,1020
100,1,0.1558823529411764,1020
100,2,0.1598039215686274,1020
100,4,0.1607843137254902,1020
100,8,0.1549019607843137,1020
100,16,0.1588235294117647,1020
