video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
vp15_run1_2018-05-30-13-05-35_10394_10415,0,21,2,32,10,span10,False,0.21678273379802704,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_6012_6033,0,21,2,32,10,span10,False,0.3453865945339203,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_5966_6012,0,47,5,32,10,span10,True,0.3331529200077057,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_3887_3915,0,29,3,32,10,span10,False,0.5038462281227112,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_3842_3887,0,45,4,32,10,span10,False,0.914972186088562,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_10300_10347,0,46,5,32,10,span10,True,0.3053058087825775,slowfast_r50,driveact
vp15_run2_2018-05-30-13-34-33_5786_5802,0,17,2,32,10,span10,False,0.6658706665039062,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_16271_16309,0,38,4,32,10,span10,False,0.49390551447868347,slowfast_r50,driveact
vp15_run2_2018-05-30-13-34-33_6488_6516,0,29,3,32,10,span10,False,0.17771218717098236,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_10347_10394,0,47,5,32,10,span10,False,0.1876610815525055,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_12052_12093,0,40,4,32,10,span10,False,0.17749673128128052,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_20272_20317,0,44,4,32,10,span10,False,0.14714428782463074,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_5045_5090,0,45,4,32,10,span10,False,0.2564072906970978,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_104_124,1,20,2,32,10,span10,True,0.24363493919372559,slowfast_r50,driveact
vp15_run2_2018-05-30-13-34-33_169_183,1,13,1,32,10,span10,True,0.6020415425300598,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_144_160,1,17,2,32,10,span10,True,0.28259867429733276,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_114_128,1,14,1,32,10,span10,False,0.14796766638755798,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_24557_24581,2,24,2,32,10,span10,True,0.8563215136528015,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_18818_18841,2,23,2,32,10,span10,True,0.7737994194030762,slowfast_r50,driveact
vp15_run2_2018-05-30-13-34-33_19707_19726,2,20,2,32,10,span10,True,0.7687689065933228,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_22339_22349,2,10,1,32,10,span10,True,0.5089478492736816,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_23166_23211,3,45,4,32,10,span10,False,0.4405159652233124,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_13691_13733,3,42,4,32,10,span10,False,0.20228229463100433,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_6441_6476,3,35,4,32,10,span10,False,0.9452906847000122,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_23211_23244,3,33,3,32,10,span10,False,0.5555962920188904,slowfast_r50,driveact
vp14_run1_2018-05-30-10-11-09_23119_23166,3,46,5,32,10,span10,False,0.40997788310050964,slowfast_r50,driveact
vp15_run1_2018-05-30-13-05-35_6768_6800,3,32,3,32,10,span10,False,0.15035471320152283,slowfast_r50,driveact
vp15_run2_2018-05-30-13-34-33_7678_7702,3,23,2,32,10,span10,False,0.24820023775100708,slowfast_r50,driveact
vp14_run2_2018-05-30-10-42-33_20205_20251,4,47,5,32,10,span10,False,0.7785681486129761,slowfast_r50,driveact
