coverage,stride,top1,n
10,1,0.0083748302399275,4418
10,2,0.0065640561339972,4418
10,4,0.0063377093707559,4418
10,8,0.0058850158442734,4418
10,16,0.0058850158442734,4418
25,1,0.0353100950656405,4418
25,2,0.0303304662743322,4418
25,4,0.0174287007695789,4418
25,8,0.0090538705296514,4418
25,16,0.0061113626075147,4418
50,1,0.2700316885468538,4418
50,2,0.3103214124038026,4418
50,4,0.3422363060208239,4418
50,8,0.1138524219103666,4418
50,16,0.0411951109099139,4418
75,1,0.7093707559981892,4418
75,2,0.695789950203712,4418
75,4,0.7510185604345858,4418
75,8,0.2908555907650521,4418
75,16,0.0839746491625169,4418
100,1,0.8712086917157085,4418
100,2,0.8680398370303305,4418
100,4,0.813037573562698,4418
100,8,0.3243549117247623,4418
100,16,0.0497962879130828,4418
