coverage,stride,top1,n
10,1,0.0441685912240184,3464
10,2,0.0337759815242494,3464
10,4,0.0343533487297921,3464
10,8,0.0265588914549653,3464
10,16,0.0265588914549653,3464
25,1,0.1071016166281755,3464
25,2,0.0744803695150115,3464
25,4,0.053406466512702,3464
25,8,0.0424364896073903,3464
25,16,0.0297344110854503,3464
50,1,0.3006081668114683,3453
50,2,0.2304574406485234,3454
50,4,0.1261209140873589,3457
50,8,0.0619033844373734,3457
50,16,0.049364896073903,3464
75,1,0.4635663507109004,3376
75,2,0.4079336885731202,3378
75,4,0.229745712596097,3382
75,8,0.1070588235294117,3400
75,16,0.0698014018691588,3424
100,1,0.5004580152671756,3275
100,2,0.460646735814521,3278
100,4,0.2682481751824817,3288
100,8,0.1319381255686988,3297
100,16,0.0735294117647058,3332
