coverage,stride,top1,n
10,1,0.2259887005649717,885
10,2,0.2112994350282485,885
10,4,0.1819209039548022,885
10,8,0.1706214689265536,885
10,16,0.1615819209039548,885
25,1,0.3265536723163841,885
25,2,0.3016949152542373,885
25,4,0.2564971751412429,885
25,8,0.2169491525423728,885
25,16,0.1932203389830508,885
50,1,0.4214689265536723,885
50,2,0.4011299435028249,885
50,4,0.3638418079096045,885
50,8,0.2745762711864407,885
50,16,0.2293785310734463,885
75,1,0.488135593220339,885
75,2,0.4677966101694915,885
75,4,0.4203389830508474,885
75,8,0.327683615819209,885
75,16,0.2508474576271186,885
100,1,0.5107344632768361,885
100,2,0.5016949152542373,885
100,4,0.447457627118644,885
100,8,0.3593220338983051,885
100,16,0.2779661016949152,885
