coverage,stride,top1,n
10,1,0.084313725490196,1020
10,2,0.0931372549019607,1020
10,4,0.0950980392156862,1020
10,8,0.0784313725490196,1020
10,16,0.0666666666666666,1020
25,1,0.1764705882352941,1020
25,2,0.1696078431372549,1020
25,4,0.1696078431372549,1020
25,8,0.142156862745098,1020
25,16,0.0990196078431372,1020
50,1,0.2470588235294117,1020
50,2,0.2470588235294117,1020
50,4,0.230392156862745,1020
50,8,0.1980392156862745,1020
50,16,0.1558823529411764,1020
75,1,0.3107843137254902,1020
75,2,0.3107843137254902,1020
75,4,0.3058823529411765,1020
75,8,0.2607843137254902,1020
75,16,0.1970588235294117,1020
100,1,0.3568627450980392,1020
100,2,0.353921568627451,1020
100,4,0.3441176470588235,1020
100,8,0.3147058823529411,1020
100,16,0.2313725490196078,1020
