video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
P26_107_7,0,154,1,8,1,point,k1_point,True,0.6711946129798889,timesformer,epic_kitchens
P03_101_188,0,942,1,8,1,point,k1_point,False,0.6656638383865356,timesformer,epic_kitchens
P04_113_291,0,27,1,8,1,point,k1_point,False,0.6342418193817139,timesformer,epic_kitchens
P01_105_229,0,31,1,8,1,point,k1_point,True,0.505451500415802,timesformer,epic_kitchens
P22_103_180,0,64,1,8,1,point,k1_point,False,0.8599998354911804,timesformer,epic_kitchens
P26_108_5,0,231,1,8,1,point,k1_point,False,0.9015423059463501,timesformer,epic_kitchens
P35_108_238,0,51,1,8,1,point,k1_point,True,0.5565882921218872,timesformer,epic_kitchens
P03_101_33,0,55,1,8,1,point,k1_point,False,0.7932611107826233,timesformer,epic_kitchens
P35_104_290,0,51,1,8,1,point,k1_point,False,0.8041733503341675,timesformer,epic_kitchens
P30_111_263,0,30,1,8,1,point,k1_point,False,0.8627764582633972,timesformer,epic_kitchens
P12_105_39,0,133,1,8,1,point,k1_point,False,0.44812434911727905,timesformer,epic_kitchens
P30_107_239,0,39,1,8,1,point,k1_point,True,0.19982530176639557,timesformer,epic_kitchens
P35_107_238,0,63,1,8,1,point,k1_point,True,0.5913532376289368,timesformer,epic_kitchens
P27_101_37,0,58,1,8,1,point,k1_point,False,0.8824421763420105,timesformer,epic_kitchens
P22_109_45,0,45,1,8,1,point,k1_point,True,0.6155327558517456,timesformer,epic_kitchens
P30_113_111,0,56,1,8,1,point,k1_point,False,0.7239512205123901,timesformer,epic_kitchens
P35_104_576,0,62,1,8,1,point,k1_point,False,0.8240628838539124,timesformer,epic_kitchens
P37_101_328,0,55,1,8,1,point,k1_point,False,0.9219450354576111,timesformer,epic_kitchens
P12_104_0,0,87,1,8,1,point,k1_point,False,0.32263538241386414,timesformer,epic_kitchens
P01_109_124,0,33,1,8,1,point,k1_point,False,0.8466874957084656,timesformer,epic_kitchens
P03_107_18,1,110,1,8,1,point,k1_point,True,0.5772358775138855,timesformer,epic_kitchens
P02_121_55,1,71,1,8,1,point,k1_point,False,0.681723415851593,timesformer,epic_kitchens
P04_107_120,1,76,1,8,1,point,k1_point,True,0.31239402294158936,timesformer,epic_kitchens
P04_121_105,1,104,1,8,1,point,k1_point,True,0.5663880705833435,timesformer,epic_kitchens
P22_109_693,1,109,1,8,1,point,k1_point,True,0.873924732208252,timesformer,epic_kitchens
P28_104_96,1,71,1,8,1,point,k1_point,True,0.9542663097381592,timesformer,epic_kitchens
P26_117_49,1,56,1,8,1,point,k1_point,True,0.7894864082336426,timesformer,epic_kitchens
P25_107_493,1,54,1,8,1,point,k1_point,False,0.8728636503219604,timesformer,epic_kitchens
P01_105_699,1,30,1,8,1,point,k1_point,True,0.9130913019180298,timesformer,epic_kitchens
P04_119_175,1,47,1,8,1,point,k1_point,True,0.5237197279930115,timesformer,epic_kitchens
P09_104_41,1,153,1,8,1,point,k1_point,True,0.5687971115112305,timesformer,epic_kitchens
P03_101_15,1,252,1,8,1,point,k1_point,True,0.6067556738853455,timesformer,epic_kitchens
P35_109_281,1,150,1,8,1,point,k1_point,True,0.9001155495643616,timesformer,epic_kitchens
P22_106_17,1,70,1,8,1,point,k1_point,True,0.6379919648170471,timesformer,epic_kitchens
P25_107_191,1,93,1,8,1,point,k1_point,True,0.8413404822349548,timesformer,epic_kitchens
P25_106_83,1,43,1,8,1,point,k1_point,True,0.37989771366119385,timesformer,epic_kitchens
P04_109_336,1,77,1,8,1,point,k1_point,False,0.4357336759567261,timesformer,epic_kitchens
P22_117_314,1,29,1,8,1,point,k1_point,True,0.5510778427124023,timesformer,epic_kitchens
P11_103_19,1,37,1,8,1,point,k1_point,True,0.49457842111587524,timesformer,epic_kitchens
P03_120_171,1,54,1,8,1,point,k1_point,True,0.7598562836647034,timesformer,epic_kitchens
P12_101_476,2,63,1,8,1,point,k1_point,False,0.3412143886089325,timesformer,epic_kitchens
P01_102_66,2,287,1,8,1,point,k1_point,False,0.6845057606697083,timesformer,epic_kitchens
P03_109_221,2,29,1,8,1,point,k1_point,False,0.8823191523551941,timesformer,epic_kitchens
P03_121_13,2,163,1,8,1,point,k1_point,False,0.3916773200035095,timesformer,epic_kitchens
P22_116_128,2,364,1,8,1,point,k1_point,False,0.9354441165924072,timesformer,epic_kitchens
P25_107_183,2,201,1,8,1,point,k1_point,False,0.6676638126373291,timesformer,epic_kitchens
P22_116_184,2,112,1,8,1,point,k1_point,False,0.7335019111633301,timesformer,epic_kitchens
P25_106_32,2,70,1,8,1,point,k1_point,False,0.47984564304351807,timesformer,epic_kitchens
P07_107_12,2,136,1,8,1,point,k1_point,False,0.5813465118408203,timesformer,epic_kitchens
P25_104_41,2,240,1,8,1,point,k1_point,False,0.7505393028259277,timesformer,epic_kitchens
P01_105_682,2,55,1,8,1,point,k1_point,False,0.2985512316226959,timesformer,epic_kitchens
P35_108_483,2,472,1,8,1,point,k1_point,False,0.8597846627235413,timesformer,epic_kitchens
P25_106_164,2,320,1,8,1,point,k1_point,False,0.9108032584190369,timesformer,epic_kitchens
P03_119_184,2,50,1,8,1,point,k1_point,False,0.9000746011734009,timesformer,epic_kitchens
P01_105_440,2,215,1,8,1,point,k1_point,False,0.48369860649108887,timesformer,epic_kitchens
P27_103_649,2,236,1,8,1,point,k1_point,False,0.9553743600845337,timesformer,epic_kitchens
P01_109_579,2,213,1,8,1,point,k1_point,False,0.3970542550086975,timesformer,epic_kitchens
P37_101_294,2,194,1,8,1,point,k1_point,False,0.6010662317276001,timesformer,epic_kitchens
P35_108_245,2,225,1,8,1,point,k1_point,False,0.8421602845191956,timesformer,epic_kitchens
P30_101_53,2,52,1,8,1,point,k1_point,False,0.5666412711143494,timesformer,epic_kitchens
P28_109_13,3,71,1,8,1,point,k1_point,False,0.5965097546577454,timesformer,epic_kitchens
P06_101_26,3,77,1,8,1,point,k1_point,False,0.8566649556159973,timesformer,epic_kitchens
P22_106_20,3,46,1,8,1,point,k1_point,False,0.7473393678665161,timesformer,epic_kitchens
P28_101_17,3,65,1,8,1,point,k1_point,False,0.3726429343223572,timesformer,epic_kitchens
P22_111_93,3,44,1,8,1,point,k1_point,False,0.6867523789405823,timesformer,epic_kitchens
P06_113_31,3,52,1,8,1,point,k1_point,False,0.4026406407356262,timesformer,epic_kitchens
P26_104_116,3,51,1,8,1,point,k1_point,False,0.7090481519699097,timesformer,epic_kitchens
P22_117_400,3,136,1,8,1,point,k1_point,False,0.8682155013084412,timesformer,epic_kitchens
P01_105_179,3,34,1,8,1,point,k1_point,False,0.6597623825073242,timesformer,epic_kitchens
P30_109_163,3,105,1,8,1,point,k1_point,False,0.7132850885391235,timesformer,epic_kitchens
P06_104_30,3,47,1,8,1,point,k1_point,False,0.5697574019432068,timesformer,epic_kitchens
P02_129_456,3,59,1,8,1,point,k1_point,False,0.761337161064148,timesformer,epic_kitchens
P30_107_110,3,25,1,8,1,point,k1_point,False,0.6093990802764893,timesformer,epic_kitchens
P11_101_17,3,222,1,8,1,point,k1_point,False,0.46651479601860046,timesformer,epic_kitchens
P02_120_27,3,72,1,8,1,point,k1_point,False,0.39897507429122925,timesformer,epic_kitchens
P22_103_12,3,30,1,8,1,point,k1_point,False,0.8152850270271301,timesformer,epic_kitchens
P02_103_18,3,189,1,8,1,point,k1_point,False,0.854111909866333,timesformer,epic_kitchens
P35_101_51,3,51,1,8,1,point,k1_point,False,0.7594727277755737,timesformer,epic_kitchens
P04_108_80,3,97,1,8,1,point,k1_point,False,0.21721234917640686,timesformer,epic_kitchens
P04_119_138,3,41,1,8,1,point,k1_point,False,0.7105278372764587,timesformer,epic_kitchens
P22_110_20,4,34,1,8,1,point,k1_point,False,0.6913127303123474,timesformer,epic_kitchens
P30_104_71,4,47,1,8,1,point,k1_point,False,0.7165383696556091,timesformer,epic_kitchens
P04_102_29,4,37,1,8,1,point,k1_point,False,0.45360833406448364,timesformer,epic_kitchens
P01_109_208,4,39,1,8,1,point,k1_point,False,0.3450859785079956,timesformer,epic_kitchens
P25_106_141,4,30,1,8,1,point,k1_point,False,0.8489022254943848,timesformer,epic_kitchens
P03_119_46,4,27,1,8,1,point,k1_point,False,0.559991717338562,timesformer,epic_kitchens
P06_101_400,4,163,1,8,1,point,k1_point,False,0.9430130124092102,timesformer,epic_kitchens
P35_104_367,4,206,1,8,1,point,k1_point,False,0.8278508186340332,timesformer,epic_kitchens
P28_104_158,4,109,1,8,1,point,k1_point,False,0.5305452346801758,timesformer,epic_kitchens
P26_107_18,4,337,1,8,1,point,k1_point,False,0.5235280394554138,timesformer,epic_kitchens
P30_113_42,4,108,1,8,1,point,k1_point,False,0.25165751576423645,timesformer,epic_kitchens
P09_104_57,4,51,1,8,1,point,k1_point,False,0.31473496556282043,timesformer,epic_kitchens
P02_105_27,4,107,1,8,1,point,k1_point,False,0.7861087322235107,timesformer,epic_kitchens
P02_123_205,4,34,1,8,1,point,k1_point,False,0.638722836971283,timesformer,epic_kitchens
P02_130_183,4,25,1,8,1,point,k1_point,False,0.816818356513977,timesformer,epic_kitchens
P27_103_205,4,53,1,8,1,point,k1_point,False,0.8133316040039062,timesformer,epic_kitchens
