coverage,stride,top1,n
10,1,0.0456120092378752,3464
10,2,0.0383949191685912,3464
10,4,0.0360854503464203,3464
10,8,0.0349307159353348,3464
10,16,0.0349307159353348,3464
25,1,0.1004618937644341,3464
25,2,0.0747690531177829,3464
25,4,0.0545612009237875,3464
25,8,0.0444572748267898,3464
25,16,0.0355080831408776,3464
50,1,0.2221256878077034,3453
50,2,0.212507237984945,3454
50,4,0.1336418860283482,3457
50,8,0.0697136245299392,3457
50,16,0.0505196304849884,3464
75,1,0.3501184834123222,3376
75,2,0.3451746595618709,3378
75,4,0.2853341218214074,3382
75,8,0.1391176470588235,3400
75,16,0.0735981308411214,3424
100,1,0.3801526717557252,3275
100,2,0.3813300793166565,3278
100,4,0.3442822384428224,3288
100,8,0.2010919017288444,3297
100,16,0.0993397358943577,3332
