config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.37745098039215685,1020,31.45,slowfast_r50,epic_kitchens,covstride,32
cov100_s16,0.16470588235294117,1020,9.842156862745098,slowfast_r50,epic_kitchens,covstride,32
cov100_s2,0.3813725490196078,1020,28.394117647058824,slowfast_r50,epic_kitchens,covstride,32
cov100_s4,0.32450980392156864,1020,22.448039215686276,slowfast_r50,epic_kitchens,covstride,32
cov100_s8,0.23921568627450981,1020,15.663725490196079,slowfast_r50,epic_kitchens,covstride,32
cov10_s1,0.12156862745098039,1020,13.201960784313725,slowfast_r50,epic_kitchens,covstride,32
cov10_s16,0.05784313725490196,1020,1.6833333333333333,slowfast_r50,epic_kitchens,covstride,32
cov10_s2,0.11372549019607843,1020,8.122549019607844,slowfast_r50,epic_kitchens,covstride,32
cov10_s4,0.09411764705882353,1020,4.700980392156863,slowfast_r50,epic_kitchens,covstride,32
cov10_s8,0.06764705882352941,1020,2.6911764705882355,slowfast_r50,epic_kitchens,covstride,32
cov25_s1,0.20980392156862746,1020,22.215686274509803,slowfast_r50,epic_kitchens,covstride,32
cov25_s16,0.07254901960784314,1020,3.2529411764705882,slowfast_r50,epic_kitchens,covstride,32
cov25_s2,0.18725490196078431,1020,15.452941176470588,slowfast_r50,epic_kitchens,covstride,32
cov25_s4,0.1568627450980392,1020,9.719607843137254,slowfast_r50,epic_kitchens,covstride,32
cov25_s8,0.12156862745098039,1020,5.685294117647059,slowfast_r50,epic_kitchens,covstride,32
cov50_s1,0.29705882352941176,1020,28.300980392156863,slowfast_r50,epic_kitchens,covstride,32
cov50_s16,0.12156862745098039,1020,5.7176470588235295,slowfast_r50,epic_kitchens,covstride,32
cov50_s2,0.257843137254902,1020,22.3,slowfast_r50,epic_kitchens,covstride,32
cov50_s4,0.22156862745098038,1020,15.556862745098039,slowfast_r50,epic_kitchens,covstride,32
cov50_s8,0.17450980392156862,1020,9.781372549019608,slowfast_r50,epic_kitchens,covstride,32
cov75_s1,0.3431372549019608,1020,30.59607843137255,slowfast_r50,epic_kitchens,covstride,32
cov75_s16,0.15196078431372548,1020,7.955882352941177,slowfast_r50,epic_kitchens,covstride,32
cov75_s2,0.3362745098039216,1020,26.033333333333335,slowfast_r50,epic_kitchens,covstride,32
cov75_s4,0.2774509803921569,1020,19.58235294117647,slowfast_r50,epic_kitchens,covstride,32
cov75_s8,0.21470588235294116,1020,13.020588235294118,slowfast_r50,epic_kitchens,covstride,32
