coverage,stride,top1,n,model,dataset
10,1,0.07875,1600,r2plus1d_18,finegym
10,2,0.080625,1600,r2plus1d_18,finegym
10,4,0.0725,1600,r2plus1d_18,finegym
10,8,0.059375,1600,r2plus1d_18,finegym
10,16,0.059375,1600,r2plus1d_18,finegym
25,1,0.159375,1600,r2plus1d_18,finegym
25,2,0.16375,1600,r2plus1d_18,finegym
25,4,0.14875,1600,r2plus1d_18,finegym
25,8,0.09375,1600,r2plus1d_18,finegym
25,16,0.061875,1600,r2plus1d_18,finegym
50,1,0.368125,1600,r2plus1d_18,finegym
50,2,0.415,1600,r2plus1d_18,finegym
50,4,0.279375,1600,r2plus1d_18,finegym
50,8,0.1725,1600,r2plus1d_18,finegym
50,16,0.095,1600,r2plus1d_18,finegym
75,1,0.623125,1600,r2plus1d_18,finegym
75,2,0.609375,1600,r2plus1d_18,finegym
75,4,0.4,1600,r2plus1d_18,finegym
75,8,0.203125,1600,r2plus1d_18,finegym
75,16,0.1125,1600,r2plus1d_18,finegym
100,1,0.784375,1600,r2plus1d_18,finegym
100,2,0.739375,1600,r2plus1d_18,finegym
100,4,0.4875,1600,r2plus1d_18,finegym
100,8,0.194375,1600,r2plus1d_18,finegym
100,16,0.123125,1600,r2plus1d_18,finegym
