config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.7575,8000,31.9885,vivit,kinetics400,covstride,32
cov100_s16,0.76025,8000,18.260125,vivit,kinetics400,covstride,32
cov100_s2,0.75975,8000,31.9535,vivit,kinetics400,covstride,32
cov100_s4,0.758625,8000,31.851375,vivit,kinetics400,covstride,32
cov100_s8,0.757375,8000,31.142375,vivit,kinetics400,covstride,32
cov10_s1,0.639875,8000,28.772375,vivit,kinetics400,covstride,32
cov10_s16,0.5665,8000,1.971625,vivit,kinetics400,covstride,32
cov10_s2,0.636125,8000,14.414875,vivit,kinetics400,covstride,32
cov10_s4,0.629625,8000,7.674875,vivit,kinetics400,covstride,32
cov10_s8,0.60925,8000,3.87275,vivit,kinetics400,covstride,32
cov25_s1,0.7,8000,31.846875,vivit,kinetics400,covstride,32
cov25_s16,0.657375,8000,4.829625,vivit,kinetics400,covstride,32
cov25_s2,0.6965,8000,31.117625,vivit,kinetics400,covstride,32
cov25_s4,0.6925,8000,18.2435,vivit,kinetics400,covstride,32
cov25_s8,0.682125,8000,9.589625,vivit,kinetics400,covstride,32
cov50_s1,0.74375,8000,31.951875,vivit,kinetics400,covstride,32
cov50_s16,0.729,8000,9.593875,vivit,kinetics400,covstride,32
cov50_s2,0.743125,8000,31.848125,vivit,kinetics400,covstride,32
cov50_s4,0.744375,8000,31.1295,vivit,kinetics400,covstride,32
cov50_s8,0.7375,8000,18.252,vivit,kinetics400,covstride,32
cov75_s1,0.756375,8000,31.97725,vivit,kinetics400,covstride,32
cov75_s16,0.754,8000,14.313125,vivit,kinetics400,covstride,32
cov75_s2,0.75825,8000,31.923625,vivit,kinetics400,covstride,32
cov75_s4,0.756625,8000,31.74,vivit,kinetics400,covstride,32
cov75_s8,0.755375,8000,27.739625,vivit,kinetics400,covstride,32
