config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.3333333333333333,177,27.0225988700565,vivit,ssv2,covstride,32
cov100_s16,0.12994350282485875,177,3.005649717514124,vivit,ssv2,covstride,32
cov100_s2,0.3107344632768362,177,19.706214689265536,vivit,ssv2,covstride,32
cov100_s4,0.2655367231638418,177,10.203389830508474,vivit,ssv2,covstride,32
cov100_s8,0.23728813559322035,177,5.3841807909604515,vivit,ssv2,covstride,32
cov10_s1,0.03954802259887006,177,4.028248587570621,vivit,ssv2,covstride,32
cov10_s16,0.022598870056497175,177,1.0,vivit,ssv2,covstride,32
cov10_s2,0.02824858757062147,177,2.1977401129943503,vivit,ssv2,covstride,32
cov10_s4,0.02824858757062147,177,1.4406779661016949,vivit,ssv2,covstride,32
cov10_s8,0.022598870056497175,177,1.0,vivit,ssv2,covstride,32
cov25_s1,0.07909604519774012,177,9.841807909604519,vivit,ssv2,covstride,32
cov25_s16,0.02824858757062147,177,1.073446327683616,vivit,ssv2,covstride,32
cov25_s2,0.0847457627118644,177,5.107344632768362,vivit,ssv2,covstride,32
cov25_s4,0.05649717514124294,177,2.790960451977401,vivit,ssv2,covstride,32
cov25_s8,0.03954802259887006,177,1.6723163841807909,vivit,ssv2,covstride,32
cov50_s1,0.22598870056497175,177,19.536723163841806,vivit,ssv2,covstride,32
cov50_s16,0.05084745762711865,177,1.694915254237288,vivit,ssv2,covstride,32
cov50_s2,0.20903954802259886,177,10.01129943502825,vivit,ssv2,covstride,32
cov50_s4,0.1694915254237288,177,5.27683615819209,vivit,ssv2,covstride,32
cov50_s8,0.10734463276836158,177,2.9152542372881354,vivit,ssv2,covstride,32
cov75_s1,0.3333333333333333,177,24.610169491525422,vivit,ssv2,covstride,32
cov75_s16,0.0847457627118644,177,2.225988700564972,vivit,ssv2,covstride,32
cov75_s2,0.3107344632768362,177,14.994350282485875,vivit,ssv2,covstride,32
cov75_s4,0.2655367231638418,177,7.762711864406779,vivit,ssv2,covstride,32
cov75_s8,0.192090395480226,177,4.096045197740113,vivit,ssv2,covstride,32
