resolution,coverage,stride,top1,n,model,dataset
48,10,1,0.051875,1600,r2plus1d_18,finegym
48,10,2,0.051875,1600,r2plus1d_18,finegym
48,10,4,0.05,1600,r2plus1d_18,finegym
48,10,8,0.049375,1600,r2plus1d_18,finegym
48,10,16,0.04875,1600,r2plus1d_18,finegym
48,25,1,0.100625,1600,r2plus1d_18,finegym
48,25,2,0.093125,1600,r2plus1d_18,finegym
48,25,4,0.07625,1600,r2plus1d_18,finegym
48,25,8,0.06125,1600,r2plus1d_18,finegym
48,25,16,0.05375,1600,r2plus1d_18,finegym
48,50,1,0.3,1600,r2plus1d_18,finegym
48,50,2,0.29625,1600,r2plus1d_18,finegym
48,50,4,0.16875,1600,r2plus1d_18,finegym
48,50,8,0.0925,1600,r2plus1d_18,finegym
48,50,16,0.0625,1600,r2plus1d_18,finegym
48,75,1,0.52625,1600,r2plus1d_18,finegym
48,75,2,0.4675,1600,r2plus1d_18,finegym
48,75,4,0.299375,1600,r2plus1d_18,finegym
48,75,8,0.130625,1600,r2plus1d_18,finegym
48,75,16,0.074375,1600,r2plus1d_18,finegym
48,100,1,0.61625,1600,r2plus1d_18,finegym
48,100,2,0.525625,1600,r2plus1d_18,finegym
48,100,4,0.339375,1600,r2plus1d_18,finegym
48,100,8,0.14,1600,r2plus1d_18,finegym
48,100,16,0.0875,1600,r2plus1d_18,finegym
96,10,1,0.090625,1600,r2plus1d_18,finegym
96,10,2,0.075625,1600,r2plus1d_18,finegym
96,10,4,0.065625,1600,r2plus1d_18,finegym
96,10,8,0.059375,1600,r2plus1d_18,finegym
96,10,16,0.058125,1600,r2plus1d_18,finegym
96,25,1,0.165,1600,r2plus1d_18,finegym
96,25,2,0.154375,1600,r2plus1d_18,finegym
96,25,4,0.1275,1600,r2plus1d_18,finegym
96,25,8,0.078125,1600,r2plus1d_18,finegym
96,25,16,0.06,1600,r2plus1d_18,finegym
96,50,1,0.373125,1600,r2plus1d_18,finegym
96,50,2,0.373125,1600,r2plus1d_18,finegym
96,50,4,0.249375,1600,r2plus1d_18,finegym
96,50,8,0.143125,1600,r2plus1d_18,finegym
96,50,16,0.079375,1600,r2plus1d_18,finegym
96,75,1,0.621875,1600,r2plus1d_18,finegym
96,75,2,0.559375,1600,r2plus1d_18,finegym
96,75,4,0.36125,1600,r2plus1d_18,finegym
96,75,8,0.20125,1600,r2plus1d_18,finegym
96,75,16,0.105625,1600,r2plus1d_18,finegym
96,100,1,0.730625,1600,r2plus1d_18,finegym
96,100,2,0.6675,1600,r2plus1d_18,finegym
96,100,4,0.468125,1600,r2plus1d_18,finegym
96,100,8,0.215,1600,r2plus1d_18,finegym
96,100,16,0.121875,1600,r2plus1d_18,finegym
112,10,1,0.084375,1600,r2plus1d_18,finegym
112,10,2,0.075,1600,r2plus1d_18,finegym
112,10,4,0.064375,1600,r2plus1d_18,finegym
112,10,8,0.05625,1600,r2plus1d_18,finegym
112,10,16,0.05625,1600,r2plus1d_18,finegym
112,25,1,0.144375,1600,r2plus1d_18,finegym
112,25,2,0.163125,1600,r2plus1d_18,finegym
112,25,4,0.126875,1600,r2plus1d_18,finegym
112,25,8,0.081875,1600,r2plus1d_18,finegym
112,25,16,0.05875,1600,r2plus1d_18,finegym
112,50,1,0.335,1600,r2plus1d_18,finegym
112,50,2,0.3825,1600,r2plus1d_18,finegym
112,50,4,0.270625,1600,r2plus1d_18,finegym
112,50,8,0.150625,1600,r2plus1d_18,finegym
112,50,16,0.0825,1600,r2plus1d_18,finegym
112,75,1,0.625,1600,r2plus1d_18,finegym
112,75,2,0.595,1600,r2plus1d_18,finegym
112,75,4,0.39375,1600,r2plus1d_18,finegym
112,75,8,0.208125,1600,r2plus1d_18,finegym
112,75,16,0.114375,1600,r2plus1d_18,finegym
112,100,1,0.768125,1600,r2plus1d_18,finegym
112,100,2,0.721875,1600,r2plus1d_18,finegym
112,100,4,0.5,1600,r2plus1d_18,finegym
112,100,8,0.243125,1600,r2plus1d_18,finegym
112,100,16,0.125625,1600,r2plus1d_18,finegym
160,10,1,0.07125,1600,r2plus1d_18,finegym
160,10,2,0.055625,1600,r2plus1d_18,finegym
160,10,4,0.049375,1600,r2plus1d_18,finegym
